year;object_level;object_name;okato;oktmo;subsidies_for_equalizing;subventions;other_transfers;indicator_unit
2024;федеральный округ;Центральный федеральный округ;00000000;00000000;;327551717.7;102920726.0;тысяча рублей
2024;регион;Белгородская область;14000000;14000000;;17149295.6;561981.1;тысяча рублей
2024;регион;Брянская область;15000000;15000000;;16971021.7;16370780.4;тысяча рублей
2024;регион;Владимирская область;17000000;17000000;;14155024.5;7736958.8;тысяча рублей
2024;регион;Воронежская область;20000000;20000000;;20063558.0;6784438.2;тысяча рублей
2024;регион;Москва;45000000;45000000;;15610166.6;;тысяча рублей
2024;регион;Ивановская область;24000000;24000000;;12665325.2;14971686.0;тысяча рублей
2024;регион;Калужская область;29000000;29000000;;10189889.0;429765.0;тысяча рублей
2024;регион;Костромская область;34000000;34000000;;11187700.8;6685764.7;тысяча рублей
2024;регион;Курская область;38000000;38000000;;11897365.3;3109661.6;тысяча рублей
2024;регион;Липецкая область;42000000;42000000;;21121722.8;345733.3;тысяча рублей
2024;регион;Московская область;46000000;46000000;;67877900.3;1589208.3;тысяча рублей
2024;регион;Орловская область;54000000;54000000;;12045798.0;10035987.1;тысяча рублей
2024;регион;Рязанская область;61000000;61000000;;17094764.2;7640838.0;тысяча рублей
2024;регион;Смоленская область;66000000;66000000;;12428988.6;5092660.6;тысяча рублей
2024;регион;Тамбовская область;68000000;68000000;;14282476.5;11896335.2;тысяча рублей
2024;регион;Тверская область;28000000;28000000;;16999054.2;7086498.2;тысяча рублей
2024;регион;Тульская область;70000000;70000000;;11998624.5;420246.3;тысяча рублей
2024;регион;Ярославская область;78000000;78000000;;23813041.9;2162183.2;тысяча рублей
2024;федеральный округ;Южный федеральный округ;00000000;00000000;;238033867.2;114472972.9;тысяча рублей
2024;регион;Астраханская область;12000000;12000000;;12589477.5;4795619.8;тысяча рублей
2024;регион;Волгоградская область;18000000;18000000;;28114733.2;17856141.7;тысяча рублей
2024;регион;Краснодарский край;03000000;03000000;;44442585.3;18764706.9;тысяча рублей
2024;регион;Республика Адыгея;79000000;79000000;;9132085.4;8018591.8;тысяча рублей
2024;регион;Республика Калмыкия;85000000;85000000;;8155232.5;5672441.1;тысяча рублей
2024;регион;Ростовская область;60000000;60000000;;32769107.6;23112570.6;тысяча рублей
2023;страна;Российская Федерация;00000000;00000000;;1806072768.4;1220848648.3;тысяча рублей
2023;федеральный округ;Дальневосточный федеральный округ;00000000;00000000;;200481740.8;239892380.3;тысяча рублей
2023;регион;Амурская область;10000000;10000000;;15302871.5;6732594.4;тысяча рублей
2023;регион;Еврейская автономная область;99000000;99000000;;5501636.8;5089894.8;тысяча рублей
2023;регион;Забайкальский край;76000000;76000000;;28770400.5;21367191.2;тысяча рублей
2023;регион;Камчатский край;30000000;30000000;;13096630.0;49167632.9;тысяча рублей
2023;регион;Магаданская область;44000000;44000000;;5857538.0;6104997.8;тысяча рублей
2023;регион;Приморский край;05000000;05000000;;26149750.0;23771743.9;тысяча рублей
2023;регион;Республика Бурятия;81000000;81000000;;34357192.1;31912203.1;тысяча рублей
2023;регион;Республика Саха (Якутия);98000000;98000000;;35163151.0;65637700.5;тысяча рублей
2023;регион;Сахалинская область;64000000;64000000;;4607647.7;1606866.9;тысяча рублей
2023;регион;Хабаровский край;08000000;08000000;;23254314.7;13634960.5;тысяча рублей
2023;регион;Чукотский автономный округ;77000000;77000000;;8420608.5;14866594.3;тысяча рублей
2023;федеральный округ;Приволжский федеральный округ;00000000;00000000;;317177269.0;191615873.7;тысяча рублей
2023;регион;Кировская область;33000000;33000000;;18574508.2;18071572.2;тысяча рублей
2023;регион;Нижегородская область;22000000;22000000;;33416146.1;7320183.1;тысяча рублей
2023;регион;Оренбургская область;53000000;53000000;;25124729.8;14788780.0;тысяча рублей
2023;регион;Пензенская область;56000000;56000000;;13221157.0;14450630.7;тысяча рублей
2023;регион;Пермский край;57000000;57000000;;24589646.8;11233863.5;тысяча рублей
2023;регион;Республика Башкортостан;80000000;80000000;;39030371.7;36634359.6;тысяча рублей
2023;регион;Республика Марий Эл;88000000;88000000;;11796417.0;12339731.3;тысяча рублей
2023;регион;Республика Мордовия;89000000;89000000;;14082163.1;8026623.6;тысяча рублей
2023;регион;Республика Татарстан;92000000;92000000;;32457218.4;5668915.0;тысяча рублей
2023;регион;Самарская область;36000000;36000000;;29060189.4;5535471.4;тысяча рублей
2023;регион;Саратовская область;63000000;63000000;;25185481.7;18142258.4;тысяча рублей
2023;регион;Удмуртская Республика;94000000;94000000;;16853367.7;11557075.5;тысяча рублей
2023;регион;Ульяновская область;73000000;73000000;;15441311.7;7597339.6;тысяча рублей
2023;регион;Чувашская Республика;97000000;97000000;;18344560.4;20249069.8;тысяча рублей
2023;федеральный округ;Северо-Западный федеральный округ;00000000;00000000;;152618440.1;79186811.8;тысяча рублей
2023;регион;Архангельская область;11000000;11000000;;17486253.4;15153059.9;тысяча рублей
2023;регион;Вологодская область;19000000;19000000;;16803730.9;3346887.8;тысяча рублей
2023;регион;Санкт-Петербург;40000000;40000000;;20432055.5;3148861.0;тысяча рублей
2023;регион;Калининградская область;27000000;27000000;;13399573.7;5683926.2;тысяча рублей
2023;регион;Ленинградская область;41000000;41000000;;12855165.3;2812688.3;тысяча рублей
2023;регион;Мурманская область;47000000;47000000;;15450365.5;2739666.6;тысяча рублей
2023;регион;Ненецкий автономный округ;11100000;11800000;;1353046.7;2087356.2;тысяча рублей
2023;регион;Новгородская область;49000000;49000000;;15961825.7;20410081.1;тысяча рублей
2023;регион;Псковская область;58000000;58000000;;13611766.5;10690745.1;тысяча рублей
2023;регион;Республика Карелия;86000000;86000000;;14167270.7;10944667.0;тысяча рублей
2023;регион;Республика Коми;87000000;87000000;;11097386.2;2168872.6;тысяча рублей
2023;федеральный округ;Северо-Кавказский федеральный округ;00000000;00000000;;178507405.9;240092514.6;тысяча рублей
2023;регион;Кабардино-Балкарская Республика;83000000;83000000;;22711520.9;19929758.6;тысяча рублей
2023;регион;Карачаево-Черкесская Республика;91000000;91000000;;10871997.9;14143643.4;тысяча рублей
2023;регион;Республика Дагестан;82000000;82000000;;40545609.2;91848156.2;тысяча рублей
2023;регион;Республика Ингушетия;26000000;26000000;;14611577.1;15468830.4;тысяча рублей
2023;регион;Республика Северная Осетия — Алания;90000000;90000000;;14149903.8;16197366.2;тысяча рублей
2023;регион;Ставропольский край;07000000;07000000;;28802545.2;35096737.1;тысяча рублей
2023;регион;Чеченская Республика;96000000;96000000;;46814251.8;47408022.7;тысяча рублей
2023;федеральный округ;Сибирский федеральный округ;00000000;00000000;;228524764.2;146719986.9;тысяча рублей
2023;регион;Алтайский край;01000000;01000000;;25825950.5;38913882.3;тысяча рублей
2023;регион;Иркутская область;25000000;25000000;;38955282.6;4712836.7;тысяча рублей
2023;регион;Кемеровская область;32000000;32000000;;26315485.9;11656404.3;тысяча рублей
2023;регион;Красноярский край;04000000;04000000;;31631149.5;8477061.3;тысяча рублей
2023;регион;Новосибирская область;50000000;50000000;;32359868.6;10673196.2;тысяча рублей
2023;регион;Омская область;52000000;52000000;;23291562.1;16530299.9;тысяча рублей
2023;регион;Республика Алтай;84000000;84000000;;8248582.9;13940484.2;тысяча рублей
2023;регион;Республика Тыва;93000000;93000000;;18120654.3;25094808.2;тысяча рублей
2023;регион;Республика Хакасия;95000000;95000000;;9608365.7;5299807.7;тысяча рублей
2023;регион;Томская область;69000000;69000000;;14167862.1;11421206.1;тысяча рублей
2023;федеральный округ;Уральский федеральный округ;00000000;00000000;;98098599.4;40379124.2;тысяча рублей
2023;регион;Курганская область;37000000;37000000;;15856749.9;19499762.1;тысяча рублей
2023;регион;Свердловская область;65000000;65000000;;32552211.7;6105530.3;тысяча рублей
2023;регион;Тюменская область;71000000;71000000;;7672241.1;2514401.1;тысяча рублей
2023;регион;Ханты-Мансийский автономный округ — Югра;71100000;71800000;;12120063.1;2127549.1;тысяча рублей
2023;регион;Челябинская область;75000000;75000000;;27474379.2;9250340.5;тысяча рублей
2023;регион;Ямало-Ненецкий автономный округ;71140000;71900000;;2422954.4;881541.1;тысяча рублей
2023;федеральный округ;Центральный федеральный округ;00000000;00000000;;320507706.7;148389981.9;тысяча рублей
2023;регион;Белгородская область;14000000;14000000;;15450135.2;2403098.0;тысяча рублей
2023;регион;Брянская область;15000000;15000000;;15481658.4;24210594.4;тысяча рублей
2023;регион;Владимирская область;17000000;17000000;;13312114.2;9758394.1;тысяча рублей
2023;регион;Воронежская область;20000000;20000000;;26840059.4;12048178.8;тысяча рублей
2023;регион;Москва;45000000;45000000;;27902749.3;6205686.2;тысяча рублей
2023;регион;Ивановская область;24000000;24000000;;13507375.3;16188564.3;тысяча рублей
2023;регион;Калужская область;29000000;29000000;;11909346.5;1320391.6;тысяча рублей
2023;регион;Костромская область;34000000;34000000;;11489704.2;6016743.0;тысяча рублей
2023;регион;Курская область;38000000;38000000;;14964042.9;7715540.7;тысяча рублей
2023;регион;Липецкая область;42000000;42000000;;14554298.9;2710987.4;тысяча рублей
2023;регион;Московская область;46000000;46000000;;51227977.5;5537200.6;тысяча рублей
2023;регион;Орловская область;54000000;54000000;;14304421.2;9141433.0;тысяча рублей
2023;регион;Рязанская область;61000000;61000000;;18546007.4;8257972.8;тысяча рублей
2023;регион;Смоленская область;66000000;66000000;;10355538.7;6275371.7;тысяча рублей
2023;регион;Тамбовская область;68000000;68000000;;14572812.3;14423770.3;тысяча рублей
2023;регион;Тверская область;28000000;28000000;;16130506.5;10465850.4;тысяча рублей
2023;регион;Тульская область;70000000;70000000;;13856439.5;2615672.6;тысяча рублей
2023;регион;Ярославская область;78000000;78000000;;16102519.3;3094532.0;тысяча рублей
2023;федеральный округ;Южный федеральный округ;00000000;00000000;;299444987.4;123881974.9;тысяча рублей
2023;регион;Астраханская область;12000000;12000000;;13829653.8;5217088.7;тысяча рублей
2023;регион;Волгоградская область;18000000;18000000;;27586942.0;19348285.0;тысяча рублей
2023;регион;Краснодарский край;03000000;03000000;;51230226.0;24553025.3;тысяча рублей
2023;регион;Республика Адыгея;79000000;79000000;;14009506.8;6920892.4;тысяча рублей
2023;регион;Республика Калмыкия;85000000;85000000;;9114628.5;5583790.0;тысяча рублей
2023;регион;Ростовская область;60000000;60000000;;39768077.3;28268785.2;тысяча рублей
2022;страна;Российская Федерация;00000000;00000000;;3828811853.1;1019909205.0;тысяча рублей
2022;федеральный округ;Дальневосточный федеральный округ;00000000;00000000;;427891319.9;208765569.4;тысяча рублей
2022;регион;Амурская область;10000000;10000000;;47244307.6;7467174.3;тысяча рублей
2022;регион;Еврейская автономная область;99000000;99000000;;9161204.1;2448284.1;тысяча рублей
2022;регион;Забайкальский край;76000000;76000000;;59913573.7;16184894.1;тысяча рублей
2022;регион;Камчатский край;30000000;30000000;;20805932.3;46909714.7;тысяча рублей
2022;регион;Магаданская область;44000000;44000000;;8832146.6;5192521.8;тысяча рублей
2022;регион;Приморский край;05000000;05000000;;58455390.8;14861424.7;тысяча рублей
2022;регион;Республика Бурятия;81000000;81000000;;61482539.4;27205883.6;тысяча рублей
2022;регион;Республика Саха (Якутия);98000000;98000000;;74916158.1;60669479.5;тысяча рублей
2022;регион;Сахалинская область;64000000;64000000;;12990287.9;1563897.7;тысяча рублей
2022;регион;Хабаровский край;08000000;08000000;;59757076.6;11737003.1;тысяча рублей
2022;регион;Чукотский автономный округ;77000000;77000000;;14332702.8;14525291.8;тысяча рублей
2022;федеральный округ;Приволжский федеральный округ;00000000;00000000;;686978735.4;139789985.1;тысяча рублей
2022;регион;Кировская область;33000000;33000000;;43071160.3;15780606.8;тысяча рублей
2022;регион;Нижегородская область;22000000;22000000;;78231805.4;4049055.8;тысяча рублей
2022;регион;Оренбургская область;53000000;53000000;;47098494.6;8736617.2;тысяча рублей
2022;регион;Пензенская область;56000000;56000000;;27315783.9;11430468.0;тысяча рублей
2022;регион;Пермский край;57000000;57000000;;53662150.9;5235528.3;тысяча рублей
2022;регион;Республика Башкортостан;80000000;80000000;;91729028.6;26857116.4;тысяча рублей
2022;регион;Республика Марий Эл;88000000;88000000;;23054210.8;9641435.6;тысяча рублей
2022;регион;Республика Мордовия;89000000;89000000;;24461225.8;5343019.2;тысяча рублей
2022;регион;Республика Татарстан;92000000;92000000;;68455818.3;5922949.6;тысяча рублей
2022;регион;Самарская область;36000000;36000000;;67998685.5;3633013.7;тысяча рублей
2022;регион;Саратовская область;63000000;63000000;;58795876.4;14108256.8;тысяча рублей
2022;регион;Удмуртская Республика;94000000;94000000;;38032473.2;7397263.5;тысяча рублей
2022;регион;Ульяновская область;73000000;73000000;;29096993.1;5756680.2;тысяча рублей
2022;регион;Чувашская Республика;97000000;97000000;;35975028.6;15897974.0;тысяча рублей
2022;федеральный округ;Северо-Западный федеральный округ;00000000;00000000;;308048408.8;53497057.6;тысяча рублей
2022;регион;Архангельская область;11000000;11000000;;41000370.8;12753125.7;тысяча рублей
2022;регион;Вологодская область;19000000;19000000;;34678985.2;2262757.2;тысяча рублей
2022;регион;Санкт-Петербург;40000000;40000000;;43812896.0;5105023.9;тысяча рублей
2022;регион;Калининградская область;27000000;27000000;;31871326.3;5014274.0;тысяча рублей
2022;регион;Ленинградская область;41000000;41000000;;26357628.1;2736455.5;тысяча рублей
2022;регион;Мурманская область;47000000;47000000;;22400924.3;2832250.3;тысяча рублей
2022;регион;Ненецкий автономный округ;11100000;11800000;;4880458.2;607716.2;тысяча рублей
2022;регион;Новгородская область;49000000;49000000;;24003466.9;2703509.8;тысяча рублей
2022;регион;Псковская область;58000000;58000000;;27265214.0;7780847.9;тысяча рублей
2022;регион;Республика Карелия;86000000;86000000;;26829716.3;10187819.7;тысяча рублей
2022;регион;Республика Коми;87000000;87000000;;24947422.7;1513277.4;тысяча рублей
2022;федеральный округ;Северо-Кавказский федеральный округ;00000000;00000000;;377144959.7;206207536.6;тысяча рублей
2022;регион;Кабардино-Балкарская Республика;83000000;83000000;;44528411.5;16373378.0;тысяча рублей
2022;регион;Карачаево-Черкесская Республика;91000000;91000000;;25687997.7;11928931.2;тысяча рублей
2022;регион;Республика Дагестан;82000000;82000000;;83971083.3;83567865.9;тысяча рублей
2022;регион;Республика Ингушетия;26000000;26000000;;32060013.8;12835599.9;тысяча рублей
2022;регион;Республика Северная Осетия — Алания;90000000;90000000;;33850460.9;12786092.9;тысяча рублей
2022;регион;Ставропольский край;07000000;07000000;;69552740.1;30124542.8;тысяча рублей
2022;регион;Чеченская Республика;96000000;96000000;;87494252.4;38591125.9;тысяча рублей
2022;федеральный округ;Сибирский федеральный округ;00000000;00000000;;500572004.2;131052614.7;тысяча рублей
2022;регион;Алтайский край;01000000;01000000;;66033602.8;36375007.5;тысяча рублей
2022;регион;Иркутская область;25000000;25000000;;80195595.7;4062390.1;тысяча рублей
2022;регион;Кемеровская область;32000000;32000000;;48988992.6;10994306.8;тысяча рублей
2022;регион;Красноярский край;04000000;04000000;;80206617.5;8225585.8;тысяча рублей
2022;регион;Новосибирская область;50000000;50000000;;75767034.9;12427854.4;тысяча рублей
2022;регион;Омская область;52000000;52000000;;54385593.9;11132572.7;тысяча рублей
2022;регион;Республика Алтай;84000000;84000000;;15287133.1;11824810.7;тысяча рублей
2022;регион;Республика Тыва;93000000;93000000;;27864854.4;22385168.8;тысяча рублей
2022;регион;Республика Хакасия;95000000;95000000;;21416671.8;4770634.4;тысяча рублей
2022;регион;Томская область;69000000;69000000;;30425907.5;8854283.5;тысяча рублей
2022;федеральный округ;Уральский федеральный округ;00000000;00000000;;221634884.2;36309748.9;тысяча рублей
2022;регион;Курганская область;37000000;37000000;;31067983.0;16294940.9;тысяча рублей
2022;регион;Свердловская область;65000000;65000000;;75323453.8;9283572.5;тысяча рублей
2022;регион;Тюменская область;71000000;71000000;;18392303.2;1909168.5;тысяча рублей
2022;регион;Ханты-Мансийский автономный округ — Югра;71100000;71800000;;24693556.3;2288749.3;тысяча рублей
2022;регион;Челябинская область;75000000;75000000;;66233388.7;5696748.5;тысяча рублей
2022;регион;Ямало-Ненецкий автономный округ;71140000;71900000;;5924199.2;836569.2;тысяча рублей
2022;федеральный округ;Центральный федеральный округ;00000000;00000000;;688668157.2;138244823.6;тысяча рублей
2022;регион;Белгородская область;14000000;14000000;;32466677.9;2620792.3;тысяча рублей
2022;регион;Брянская область;15000000;15000000;;28489436.2;23854116.3;тысяча рублей
2022;регион;Владимирская область;17000000;17000000;;29878035.1;8675252.0;тысяча рублей
2022;регион;Воронежская область;20000000;20000000;;51696224.3;12422903.8;тысяча рублей
2022;регион;Москва;45000000;45000000;;77863959.2;5458621.3;тысяча рублей
2022;регион;Ивановская область;24000000;24000000;;29302773.3;15389087.8;тысяча рублей
2022;регион;Калужская область;29000000;29000000;;25531017.8;1957641.4;тысяча рублей
2022;регион;Костромская область;34000000;34000000;;24591291.8;4548373.7;тысяча рублей
2022;регион;Курская область;38000000;38000000;;31989229.0;7027090.8;тысяча рублей
2022;регион;Липецкая область;42000000;42000000;;25911532.1;2506160.1;тысяча рублей
2022;регион;Московская область;46000000;46000000;;107086667.2;10487781.9;тысяча рублей
2022;регион;Орловская область;54000000;54000000;;24632759.6;8639742.5;тысяча рублей
2022;регион;Рязанская область;61000000;61000000;;45366025.7;6499068.8;тысяча рублей
2022;регион;Смоленская область;66000000;66000000;;22045190.5;4753040.8;тысяча рублей
2022;регион;Тамбовская область;68000000;68000000;;26937046.1;12017356.7;тысяча рублей
2022;регион;Тверская область;28000000;28000000;;31636134.1;7997698.9;тысяча рублей
2022;регион;Тульская область;70000000;70000000;;34596047.6;2225922.7;тысяча рублей
2022;регион;Ярославская область;78000000;78000000;;38648109.7;1164171.8;тысяча рублей
2022;федеральный округ;Южный федеральный округ;00000000;00000000;;595404595.5;100611224.4;тысяча рублей
2022;регион;Астраханская область;12000000;12000000;;36124197.3;4267668.0;тысяча рублей
2022;регион;Волгоградская область;18000000;18000000;;66279309.0;14754512.8;тысяча рублей
2022;регион;Краснодарский край;03000000;03000000;;118813739.9;18797456.2;тысяча рублей
2022;регион;Республика Адыгея;79000000;79000000;;16505901.5;6140867.9;тысяча рублей
2022;регион;Республика Калмыкия;85000000;85000000;;13806069.8;5329906.8;тысяча рублей
2022;регион;Ростовская область;60000000;60000000;;91548333.5;22524209.2;тысяча рублей
2021;страна;Российская Федерация;00000000;00000000;718284711.8;3950697132.4;2054491871.8;тысяча рублей
2021;федеральный округ;Дальневосточный федеральный округ;00000000;00000000;166341020.1;505961404.1;412227023.0;тысяча рублей
2021;регион;Амурская область;10000000;10000000;3977019.3;41499137.1;12694249.0;тысяча рублей
2021;регион;Еврейская автономная область;99000000;99000000;1974804.9;10344147.6;6662780.0;тысяча рублей
2021;регион;Забайкальский край;76000000;76000000;12352857.3;51559247.5;37787627.4;тысяча рублей
2021;регион;Камчатский край;30000000;30000000;41128793.6;61476253.1;87093400.8;тысяча рублей
2021;регион;Магаданская область;44000000;44000000;4492566.1;14878684.4;10899158.4;тысяча рублей
2021;регион;Приморский край;05000000;05000000;9097061.3;68181657.5;28610393.8;тысяча рублей
2021;регион;Республика Бурятия;81000000;81000000;21862377.9;64482463.0;52847121.0;тысяча рублей
2021;регион;Республика Саха (Якутия);98000000;98000000;51597946.8;106598447.7;118986021.8;тысяча рублей
2021;регион;Сахалинская область;64000000;64000000;;10224347.3;1751213.4;тысяча рублей
2021;регион;Хабаровский край;08000000;08000000;7075048.8;52078091.4;26335694.4;тысяча рублей
2021;регион;Чукотский автономный округ;77000000;77000000;12782544.1;24638927.5;28559363.0;тысяча рублей
2021;федеральный округ;Приволжский федеральный округ;00000000;00000000;89530456.2;672946497.3;297338248.4;тысяча рублей
2021;регион;Кировская область;33000000;33000000;12659146.0;38860034.0;30723884.6;тысяча рублей
2021;регион;Нижегородская область;22000000;22000000;3784242.7;70217028.1;15483345.0;тысяча рублей
2021;регион;Оренбургская область;53000000;53000000;5027253.2;45789912.6;19570630.4;тысяча рублей
2021;регион;Пензенская область;56000000;56000000;8014880.6;32086179.4;22532003.2;тысяча рублей
2021;регион;Пермский край;57000000;57000000;2535865.8;51136370.5;17066894.0;тысяча рублей
2021;регион;Республика Башкортостан;80000000;80000000;17172983.9;98074126.4;54247733.2;тысяча рублей
2021;регион;Республика Марий Эл;88000000;88000000;7225506.0;26572922.6;19834697.2;тысяча рублей
2021;регион;Республика Мордовия;89000000;89000000;3118099.0;22310050.0;10447691.0;тысяча рублей
2021;регион;Республика Татарстан;92000000;92000000;;62965630.2;11529818.2;тысяча рублей
2021;регион;Самарская область;36000000;36000000;;61418204.7;6607328.6;тысяча рублей
2021;регион;Саратовская область;63000000;63000000;9850447.8;58689135.5;29643415.6;тысяча рублей
2021;регион;Удмуртская Республика;94000000;94000000;4409777.8;36021569.3;16083304.8;тысяча рублей
2021;регион;Ульяновская область;73000000;73000000;3505908.3;26153496.5;11804073.2;тысяча рублей
2021;регион;Чувашская Республика;97000000;97000000;12226345.1;42651837.5;31763429.4;тысяча рублей
2021;федеральный округ;Северо-Западный федеральный округ;00000000;00000000;28167161.9;294553705.9;106867917.6;тысяча рублей
2021;регион;Архангельская область;11000000;11000000;9557096.6;41487963.9;27168273.0;тысяча рублей
2021;регион;Вологодская область;19000000;19000000;1495024.8;32497375.1;5689275.2;тысяча рублей
2021;регион;Санкт-Петербург;40000000;40000000;;48960571.0;5798368.8;тысяча рублей
2021;регион;Калининградская область;27000000;27000000;2741233.4;29142101.2;10484826.2;тысяча рублей
2021;регион;Ленинградская область;41000000;41000000;;28014228.4;2674706.2;тысяча рублей
2021;регион;Мурманская область;47000000;47000000;14943.8;20422039.8;6942269.4;тысяча рублей
2021;регион;Ненецкий автономный округ;11100000;11800000;;2280249.9;245242.2;тысяча рублей
2021;регион;Новгородская область;49000000;49000000;1653477.6;19165653.9;6474362.4;тысяча рублей
2021;регион;Псковская область;58000000;58000000;4684648.7;23940593.4;14251429.0;тысяча рублей
2021;регион;Республика Карелия;86000000;86000000;7709643.6;27373878.0;21083751.4;тысяча рублей
2021;регион;Республика Коми;87000000;87000000;311093.4;21269051.3;6055413.8;тысяча рублей
2021;федеральный округ;Северо-Кавказский федеральный округ;00000000;00000000;176427716.0;505045373.7;395546566.2;тысяча рублей
2021;регион;Кабардино-Балкарская Республика;83000000;83000000;14023197.7;45181285.1;31329531.8;тысяча рублей
2021;регион;Карачаево-Черкесская Республика;91000000;91000000;10061698.4;34414624.4;22167665.6;тысяча рублей
2021;регион;Республика Дагестан;82000000;82000000;72892420.5;142592622.6;157874287.4;тысяча рублей
2021;регион;Республика Ингушетия;26000000;26000000;11181480.2;39975122.9;24547936.8;тысяча рублей
2021;регион;Республика Северная Осетия — Алания;90000000;90000000;10492847.0;37064988.5;24656161.4;тысяча рублей
2021;регион;Ставропольский край;07000000;07000000;24291427.8;88826483.0;59059605.2;тысяча рублей
2021;регион;Чеченская Республика;96000000;96000000;33484644.4;116990247.2;75911378.0;тысяча рублей
2021;федеральный округ;Сибирский федеральный округ;00000000;00000000;87093303.8;516733139.5;267858665.2;тысяча рублей
2021;регион;Алтайский край;01000000;01000000;29521598.3;85451314.8;69801382.4;тысяча рублей
2021;регион;Иркутская область;25000000;25000000;1927197.6;73671349.7;17679542.8;тысяча рублей
2021;регион;Кемеровская область;32000000;32000000;3476915.8;53669596.8;23186561.8;тысяча рублей
2021;регион;Красноярский край;04000000;04000000;906719.4;64466050.8;13483555.4;тысяча рублей
2021;регион;Новосибирская область;50000000;50000000;6404851.5;73076633.6;23971482.8;тысяча рублей
2021;регион;Омская область;52000000;52000000;8135492.4;54203921.3;24367677.6;тысяча рублей
2021;регион;Республика Алтай;84000000;84000000;9374943.9;21510289.3;22768497.6;тысяча рублей
2021;регион;Республика Тыва;93000000;93000000;18625857.6;38070796.2;43116024.0;тысяча рублей
2021;регион;Республика Хакасия;95000000;95000000;3464381.2;18387529.4;11320412.0;тысяча рублей
2021;регион;Томская область;69000000;69000000;5255346.1;34225657.6;18163528.8;тысяча рублей
2021;федеральный округ;Уральский федеральный округ;00000000;00000000;20191137.8;228498960.7;83498394.4;тысяча рублей
2021;регион;Курганская область;37000000;37000000;13249667.9;38513447.3;32252310.8;тысяча рублей
2021;регион;Свердловская область;65000000;65000000;;75901175.2;10925171.2;тысяча рублей
2021;регион;Тюменская область;71000000;71000000;;18939312.7;4389350.2;тысяча рублей
