Region,Year,male_pop1559,male_pop1549,ExcessByAge,TotalExcess_15_49,TotalExcess_15_59,ex_per100k_1549,ex_per100k_1559,Excessive Marriages,ex_nup_per100k
Брянская область,2022,332944.0,259151.0,"[np.float64(0.8692063492065074), np.float64(9.415531135531637), np.float64(-19.760037440036967), np.float64(57.77404761904563), np.float64(208.62561065252294), np.float64(13.012607729994329), np.float64(-12.267243138682545), np.float64(-7.996347976517768), np.float64(-171.51507688283755)]",257.6697229075815,78.15829804822619,99.42841158536201,23.47490810713699,542.8,209.45317594761354
Брянская область,2023,328293.0,255985.0,"[np.float64(1.6636507936509588), np.float64(13.073113553114581), np.float64(-24.477266877266175), np.float64(72.24071428571324), np.float64(242.6756478688685), np.float64(22.18774261451324), np.float64(-11.675839509573734), np.float64(-4.792055748923303), np.float64(-193.98454810963426)]",315.6877627290206,116.91115887046305,123.32275825889042,35.61183420617042,542.8,212.04367443404885
Владимирская область,2022,381110.0,301157.0,"[np.float64(18.882352941175554), np.float64(-8.84615384615384), np.float64(95.15726817042105), np.float64(-33.55247757073863), np.float64(-72.0887708056888), np.float64(58.64662484002679), np.float64(-87.31112834305395), np.float64(21.486364464545545), np.float64(-7.598394627259495)]",-29.112284614011827,-15.224314776725777,-9.666813195114784,-3.994729809431864,856.0,284.23712548604215
Владимирская область,2023,374987.0,296691.0,"[np.float64(22.77658371040593), np.float64(-9.138461538461542), np.float64(108.75510892615989), np.float64(-34.73947550034518), np.float64(-79.32440001404677), np.float64(68.35771877579407), np.float64(-94.6762659172714), np.float64(24.98340000238329), np.float64(-16.22810338454451)]",-17.989191557764997,-9.233894939926216,-6.063275110389259,-2.4624573491684285,856.0,288.5156610749905
Волгоградская область,2022,736935.0,581345.0,"[np.float64(-8.921341991342217), np.float64(-71.19393939394286), np.float64(79.27585125448161), np.float64(225.31952569141288), np.float64(55.9689672698334), np.float64(58.672888224919575), np.float64(80.05148436741956), np.float64(-52.214003190029985), np.float64(-30.664407171357198)]",419.17343542278195,336.29502506139477,72.10407510562264,45.63428593585523,1651.0,283.9965941050495
Волгоградская область,2023,728325.0,574113.0,"[np.float64(-7.978701298701367), np.float64(-78.36363636363967), np.float64(93.20842293907333), np.float64(260.64470558021867), np.float64(64.89991302295033), np.float64(58.99606000622475), np.float64(98.83624570727625), np.float64(-54.08783142525533), np.float64(-37.549398307623505)]",490.2430095934023,398.60577986052346,85.3913793266138,54.729108551885965,1651.0,287.5740490112574
Вологодская область,2022,319318.0,253455.0,"[np.float64(0.5666666666668334), np.float64(-1.0851325145442274), np.float64(59.93184109699587), np.float64(58.203113524083676), np.float64(-6.6354343033697205), np.float64(-9.925836789455104), np.float64(45.22368118387817), np.float64(36.64374710414381), np.float64(-200.34771368702945)]",146.2788988642555,-17.425067718630146,57.71395271912391,-5.456963816205207,774.6,305.6163816062023
Вологодская область,2023,315399.0,251095.0,"[np.float64(1.7033333333334042), np.float64(-0.3828959276017372), np.float64(69.81231094979012), np.float64(67.06909592877605), np.float64(-14.51832075673883), np.float64(-12.74519511964479), np.float64(52.02296765539461), np.float64(48.47220500635353), np.float64(-232.7662937300886)]",162.96129606330882,-21.332792660426236,64.90025530707852,-6.763747716519784,774.6,308.48881897289874
Воронежская область,2022,662380.0,522804.0,"[np.float64(32.51168321874184), np.float64(-15.402845849802304), np.float64(89.21859697679338), np.float64(-71.35555887962494), np.float64(-82.7200343659888), np.float64(118.80858691466273), np.float64(-184.5810886466735), np.float64(-152.5585143836213), np.float64(-11.785017870339288)]",-113.52066063189159,-277.86419288585216,-21.713808737479358,-41.94936333914855,1370.8,262.20151337786245
Воронежская область,2023,652320.0,515658.0,"[np.float64(37.664940157880665), np.float64(-15.082687747035578), np.float64(112.20236321055495), np.float64(-74.53951966315242), np.float64(-81.6084387826196), np.float64(143.58853775679222), np.float64(-191.01026389976926), np.float64(-152.74263740510833), np.float64(-9.372069893668595)]",-68.78506896734902,-230.89977626612594,-13.33928087363117,-35.396703499222156,1370.8,265.8351077652242
