Region,Year,male_pop1559,male_pop1549,ExcessByAge,TotalExcess_15_49,TotalExcess_15_59,ex_per100k_1549,ex_per100k_1559,Excessive Marriages,ex_nup_per100k
Пензенская область,2023,349030.0,271758.0,"[np.float64(-13.56190476190477), np.float64(6.8869696969698), np.float64(71.7969597183569), np.float64(29.264950762592605), np.float64(65.2126469267755), np.float64(-39.524019064574134), np.float64(194.48042437527226), np.float64(-23.133641183440886), np.float64(326.48322996046045)]",314.5560276534882,617.9056164305077,115.74858059504713,177.0351019770529,586.8,215.92740600092728
Пермский край,2022,704725.0,564137.0,"[np.float64(-7.57692043125769), np.float64(52.76645934640521), np.float64(26.510875662994806), np.float64(-192.67205734401455), np.float64(167.06864809213096), np.float64(141.30252082302195), np.float64(-32.10890907149985), np.float64(221.99520666576257), np.float64(-250.08443237897268)]",155.29061707778084,127.20139136457072,27.527110804251596,18.049791246879384,1829.0,324.21202651129073
Пермский край,2023,697698.0,558369.0,"[np.float64(-10.303158157356222), np.float64(56.17563878856484), np.float64(29.259343125255185), np.float64(-211.0456851471023), np.float64(207.4927333843019), np.float64(169.7729444011685), np.float64(-38.28440652788902), np.float64(234.9664192663074), np.float64(-297.7347955744069)]",203.0674098669429,140.2990335588434,36.367959157285405,20.108848464356125,1829.0,327.56116474947567
Приморский край,2022,557811.0,445040.0,"[np.float64(57.496470588232114), np.float64(-59.93210601906168), np.float64(30.837271435578714), np.float64(134.79039837096207), np.float64(-48.39098115059369), np.float64(208.79304030794145), np.float64(179.07090016179063), np.float64(-244.05295655086934), np.float64(-87.37683467962552)]",502.6649936948496,171.23520246435476,112.94827289566098,30.697709881008933,3181.8,714.9469710587813
Приморский край,2023,546094.0,434528.0,"[np.float64(70.51731092437149), np.float64(-62.188562475518154), np.float64(32.908042338263044), np.float64(146.7365238843522), np.float64(-56.315818731801755), np.float64(240.83434736359806), np.float64(210.17496269365017), np.float64(-260.1620090571439), np.float64(-104.75279958292003)]",582.6668059969151,217.75199735685112,134.09188958983427,39.87445336459495,3181.8,732.2428013844908
Псковская область,2022,168436.0,132599.0,"[np.float64(4.19666666666663), np.float64(5.031111111110931), np.float64(4.906593406593402), np.float64(-87.75166750460903), np.float64(12.585702838827984), np.float64(-203.25627403359806), np.float64(-30.433661395984416), np.float64(-28.998034479373814), np.float64(-69.016760454429)]",-294.72152891099256,-392.7363238447954,-222.26527267248815,-233.16649875608266,748.8,564.7101411021199
Псковская область,2023,164368.0,129509.0,"[np.float64(4.498333333333306), np.float64(6.733333333333121), np.float64(5.6958791208791695), np.float64(-94.5334338863754), np.float64(14.371062271062073), np.float64(-230.25905234398317), np.float64(-30.83205358912437), np.float64(-26.546780533723393), np.float64(-80.09174821891907)]",-324.3259317608753,-430.96446051351774,-250.42733073444722,-262.1948679265537,748.8,578.183755569111
Республика Адыгея,2022,143687.0,115685.0,"[np.float64(-9.166666666666515), np.float64(17.20888888888885), np.float64(11.633846153846207), np.float64(-5.198817900365839), np.float64(-42.52437092731884), np.float64(29.40563650075414), np.float64(33.53337296842544), np.float64(72.54404931841191), np.float64(52.61386958290146)]",34.89188901756344,160.0498079188768,30.161117705461763,111.3878137332374,316.0,273.15555171370534
Республика Адыгея,2023,142575.0,114856.0,"[np.float64(-10.499999999999773), np.float64(18.211111111110995), np.float64(12.783076923077033), np.float64(-4.074247115114019), np.float64(-49.58466165413529), np.float64(30.363809389140158), np.float64(35.70104109593299), np.float64(86.79399279111203), np.float64(65.56850690219869)]",32.9001297500121,185.26262944332282,28.64467659505128,129.94047304458903,316.0,275.12711569269345
Республика Алтай,2022,57851.0,47616.0,"[np.float64(11.89696969696979), np.float64(-86.77142857142826), np.float64(-7.833333333333371), np.float64(6.689075630252098), np.float64(4.720727272727231), np.float64(10.136084656083767), np.float64(32.872049689441894), np.float64(-26.667327281689495), np.float64(-8.93305368612846)]",-28.289854959286856,-63.89023592710481,-59.41249781436252,-110.43929392249886,308.4,647.6814516129032
Республика Алтай,2023,57965.0,47803.0,"[np.float64(11.053030303030255), np.float64(-98.33714285714086), np.float64(-9.270833333333485), np.float64(6.720448179271706), np.float64(3.2872727272729207), np.float64(15.772486772486445), np.float64(39.642313664596145), np.float64(-34.015988252692296), np.float64(-15.051177355959538)]",-31.13242454381688,-80.19959015246872,-65.12650784222096,-138.35864772270978,308.4,645.1477940715017
Республика Башкортостан,2022,1184372.0,932143.0,"[np.float64(55.83402609086909), np.float64(-1.006392025022592), np.float64(-17.568719644691896), np.float64(276.1636466010443), np.float64(82.08348397349528), np.float64(94.04742407051799), np.float64(387.9999865346525), np.float64(66.03451244540724), np.float64(-328.0467936764135)]",877.5534556008647,615.5411743698585,94.14365130681287,51.97194583879545,1452.6000000000004,155.83445887594505
Республика Башкортостан,2023,1174354.0,929998.0,"[np.float64(59.36469635627623), np.float64(0.614589354709068), np.float64(-14.937128344103144), np.float64(316.23107293056785), np.float64(107.25378812971758), np.float64(121.15595422171668), np.float64(458.50001810506365), np.float64(79.64885988699189), np.float64(-361.74372540603736)]",1048.182990753948,766.0881252349025,112.70809085115751,65.23485467200712,1452.6000000000004,156.19388428792325
Республика Бурятия,2022,278890.0,233148.0,"[np.float64(7.394480519481249), np.float64(38.22679738562147), np.float64(11.053553418120714), np.float64(128.8848267622443), np.float64(177.777759137492), np.float64(-132.79107962239345), np.float64(-53.85088616750011), np.float64(50.66143405784544), np.float64(64.81405301799111)]",176.69545143306618,292.17093850890274,75.78681842995272,104.7620705327917,1762.4,755.914697960094
Республика Бурятия,2023,278562.0,233408.0,"[np.float64(9.54870129870153), np.float64(45.03790849673351), np.float64(16.439692750487325), np.float64(150.37695639187405), np.float64(205.22359517507448), np.float64(-152.33849455312532), np.float64(-59.95940196493592), np.float64(60.662391873250385), np.float64(59.629433391050725)]",214.32895759480965,334.62078285911076,91.82588325799016,120.12434677346903,1762.4,755.0726624622978
Республика Дагестан,2022,996630.0,816883.0,"[np.float64(-22.30321739130445), np.float64(13.905131414266577), np.float64(57.602552802974344), np.float64(2.2032945031318434), np.float64(3.1566585868909556), np.float64(55.96403348128365), np.float64(5.170774537866237), np.float64(45.1833264391239), np.float64(-75.59404700645302)]",115.69922793510915,85.28850736778003,14.163500517835377,8.557690152592238,-1577.0000000000002,-193.05090202636123
Республика Дагестан,2023,1002243.0,822497.0,"[np.float64(-21.557202898550663), np.float64(18.991745932414915), np.float64(61.46476449398057), np.float64(9.327981072148333), np.float64(16.497761927994304), np.float64(80.29647076004687), np.float64(16.494266434617998), np.float64(54.26289704554188), np.float64(-84.20721892103768)]",181.51578772265233,151.57146584715653,22.0688692752256,15.123225190613107,-1577.0000000000002,-191.73322212725398
Республика Ингушетия,2022,163710.0,137992.0,"[np.float64(10.0), np.float64(-13.514285714285961), np.float64(0.3166666666668334), np.float64(8.008888888888805), np.float64(-13.627272727272583), np.float64(-32.90236822001498), np.float64(2.5650937297993437), np.float64(-63.304343741590344), np.float64(-55.6908077210428)]",-39.15327737621854,-158.1484288388517,-28.373584973200288,-96.6027908123216,-126.0,-91.30964113861673
Республика Ингушетия,2023,166660.0,140439.0,"[np.float64(10.0), np.float64(-12.171428571428578), np.float64(-1.6875), np.float64(8.586666666666588), np.float64(-14.268668831168725), np.float64(-36.91122994652392), np.float64(1.0144634776984844), np.float64(-69.71110574520361), np.float64(-66.40718318741699)]",-45.43769720475615,-181.55598613737675,-32.35404496240798,-108.93794920039407,-126.0,-89.71866789139769
Республика Калмыкия,2022,77761.0,61342.0,"[np.float64(-4.519999999999996), np.float64(-41.161212121211065), np.float64(12.403174603174193), np.float64(3.9777777777776464), np.float64(10.124502164502246), np.float64(3.757115251897716), np.float64(-13.470032190031816), np.float64(-28.7561021680267), np.float64(56.72671486408336)]",-28.888674513891075,-0.9180618178344133,-47.09444510105813,-1.1806198709306892,94.20000000000002,153.56525708323827
Республика Калмыкия,2023,77528.0,61949.0,"[np.float64(-4.674999999999983), np.float64(-46.67878787878726), np.float64(14.041269841269695), np.float64(9.022222222222808), np.float64(11.909264069264282), np.float64(2.9401242236021687), np.float64(-18.084781884781535), np.float64(-34.79526278074627), np.float64(57.48095936957782)]",-31.525689407209825,-8.839992818378278,-50.889747061631056,-11.402322797412907,94.20000000000002,152.06056594941003
Республика Карелия,2022,146965.0,115125.0,"[np.float64(14.167619047619155), np.float64(14.224999999999454), np.float64(36.42363143610601), np.float64(-7.649523809523842), np.float64(32.02240245290514), np.float64(15.943124961582498), np.float64(33.38270151751203), np.float64(-51.85701512644977), np.float64(27.24214765017939)]",138.51495560620043,113.90008812993005,120.31700812699277,77.50150588910968,664.0,576.7643865363735
Республика Карелия,2023,145039.0,113814.0,"[np.float64(16.362857142857138), np.float64(20.36666666666588), np.float64(41.104028878775466), np.float64(-7.314761904761895), np.float64(36.78657192252706), np.float64(25.75147827155905), np.float64(36.431129190468255), np.float64(-54.604526111123846), np.float64(23.694783776118925)]",169.48797016809095,138.57822783308603,148.91662727616193,95.54549316603537,664.0,583.4080165884689
Республика Коми,2022,216075.0,170869.0,"[np.float64(-0.45714285714262815), np.float64(-7.994935064934566), np.float64(6.712916646190763), np.float64(42.36518395632726), np.float64(-3.550773884750015), np.float64(94.74947152734279), np.float64(94.35261217542697), np.float64(-31.876012982810266), np.float64(-120.74921207526586)]",226.17733249846057,73.55210744038445,132.36885128283103,34.04008211981231,407.8,238.66236707653232
Республика Коми,2023,212507.0,168294.0,"[np.float64(0.2714285714287712), np.float64(-10.391850649350204), np.float64(6.877431673744866), np.float64(54.842590364152215), np.float64(-5.267686209373096), np.float64(108.44214114807505), np.float64(105.0822539594927), np.float64(-26.12059201503888), np.float64(-136.0613010342331)]",259.85630885817034,97.67441580889835,154.40616353415473,45.96291689633675,407.8,242.3140456581934
Республика Крым,2022,545112.0,432292.0,"[np.float64(-45.0084980237159), np.float64(51.84709709709699), np.float64(-24.49168629228427), np.float64(-31.832975637833442), np.float64(33.76436582921383), np.float64(-23.584310652765225), np.float64(154.94214796801032), np.float64(-252.29290284977276), np.float64(43.83604365419296)]",115.6361402877223,-92.8207189078575,26.749544356065417,-17.027825274045973,777.2,179.7858854663052
Республика Крым,2023,539566.0,428682.0,"[np.float64(-50.32213438735255), np.float64(53.24359359359346), np.float64(-29.218142971596592), np.float64(-39.87785165915466), np.float64(29.581564346899086), np.float64(-27.385442586326917), np.float64(164.45142855310098), np.float64(-278.1710452270345), np.float64(58.50719222490943)]",100.47301488916281,-119.19083811296224,23.437656558745832,-22.090131348706596,777.2,181.29989129471264
Республика Марий Эл,2022,190664.0,151314.0,"[np.float64(-5.076190476190391), np.float64(22.08585858585775), np.float64(65.43917888563192), np.float64(32.798780487804706), np.float64(137.1685055159886), np.float64(29.63422139174122), np.float64(-25.68539950438634), np.float64(29.005764961716068), np.float64(-61.3385912392273)]",256.3649548864475,224.03212860893626,169.4257999170252,117.50101152233053,280.2,185.17784210317618
Республика Марий Эл,2023,188425.0,150229.0,"[np.float64(-5.473015873015811), np.float64(24.681818181818016), np.float64(75.0298826979515), np.float64(31.17652439024407), np.float64(152.28243611227242), np.float64(32.62985398085192), np.float64(-18.325108833971058), np.float64(33.1667413684512), np.float64(-69.71524715459032)]",292.0023906561511,255.45388487001196,194.3715199170274,135.57324392729836,280.2,186.5152533798401
Республика Мордовия,2022,230866.0,178274.0,"[np.float64(9.853333333333467), np.float64(45.699465240643804), np.float64(-24.42060606060562), np.float64(-18.629371816637672), np.float64(86.19391391391082), np.float64(67.71150796955055), np.float64(-22.539045477771936), np.float64(39.69686400537603), np.float64(116.8306324977325)]",143.8691971024234,300.39669360553194,80.7011662398462,130.11733802531856,204.39999999999998,114.65496931689421
Республика Мордовия,2023,225836.0,174534.0,"[np.float64(12.613333333333685), np.float64(55.808422459895155), np.float64(-25.561818181817898), np.float64(-24.231069609506903), np.float64(104.18722722722441), np.float64(84.9477492328707), np.float64(-22.061571793561455), np.float64(47.81407703683021), np.float64(138.60105082035585)]",185.7022726684377,372.1174005256238,106.39890947806026,164.77328704264323,204.39999999999998,117.11185213196282
Якутия,2022,309111.0,256409.0,"[np.float64(-13.26990553306348), np.float64(70.53111280876396), np.float64(9.862987012987105), np.float64(32.735130213824334), np.float64(-91.2054604025684), np.float64(67.1913719072295), np.float64(-73.62879875679891), np.float64(53.61626942443286), np.float64(-126.18598724020671)]",2.216437250374099,-70.35328056539976,0.8644147632782389,-22.759876085095566,850.0,331.5016243579594
Якутия,2023,307385.0,255714.0,"[np.float64(-13.721187584345557), np.float64(86.09340463458216), np.float64(11.701298701298583), np.float64(35.74287448976844), np.float64(-105.0039631042298), np.float64(86.20175095907189), np.float64(-86.62227816627774), np.float64(65.94737218549687), np.float64(-149.65469668478022)]",14.391899929867975,-69.31542456941537,5.628123579416057,-22.550034832348803,850.0,332.40260603643134
Северная Осетия,2022,199586.0,160846.0,"[np.float64(-2.3809523809522943), np.float64(10.454212454212495), np.float64(-44.7948717948741), np.float64(10.299616858236277), np.float64(-40.08119658119631), np.float64(97.03725490196018), np.float64(-7.829611940299401), np.float64(-13.591638795167142), np.float64(-17.71642337507467)]",22.704451517086852,-8.60361065315496,14.115645721427235,-4.310728534644193,-123.60000000000002,-76.8436889944419
Северная Осетия,2023,198055.0,159787.0,"[np.float64(-2.9904761904761017), np.float64(9.341117216117254), np.float64(-51.38461538461593), np.float64(17.110727969348773), np.float64(-47.84829059829099), np.float64(110.64436274509899), np.float64(-11.293014925373427), np.float64(-16.444112208546017), np.float64(-19.29123655336923)]",23.579810831808572,-12.155537930106675,14.757027062156853,-6.137455721949294,-123.60000000000002,-77.35297614949903
Республика Татарстан,2022,1148557.0,913209.0,"[np.float64(-10.726807413235463), np.float64(28.714296814297313), np.float64(82.36192776244559), np.float64(77.77682632779033), np.float64(79.48189112553814), np.float64(124.53881366808059), np.float64(-17.08448723997799), np.float64(205.6488376367381), np.float64(45.401380909351246)]",365.0624610449385,616.1126795910279,39.97578440914823,53.64232507320298,2331.3999999999996,255.29752772913972
Республика Татарстан,2023,1140822.0,910091.0,"[np.float64(-10.466469971151383), np.float64(38.06871600621719), np.float64(87.73055455469489), np.float64(95.07844509611914), np.float64(109.70307192173613), np.float64(150.46713938094786), np.float64(-19.271768708573063), np.float64(233.16303693872578), np.float64(38.219413846038606)]",451.3096882799907,722.6921390647551,49.58951228833058,63.34836977764761,2331.3999999999996,256.17218497930423
Республика Тыва,2022,92263.0,77704.0,"[np.float64(11.32261437908494), np.float64(-15.302489780751102), np.float64(4.143174603174373), np.float64(-25.55001394192891), np.float64(-3.0974954627948534), np.float64(-28.490851897975176), np.float64(-0.5109806938272641), np.float64(-75.64363837262741), np.float64(26.30604178912776)]",-57.486042795017994,-106.82363937851764,-73.98080252627663,-115.78166695047597,522.4,672.2948625553382
Республика Тыва,2023,92946.0,78378.0,"[np.float64(11.180915032679707), np.float64(-16.63563730955036), np.float64(1.3640634920628827), np.float64(-27.62239939729318), np.float64(-4.201524500907084), np.float64(-34.302207462755746), np.float64(-5.122977793938617), np.float64(-83.71303251656434), np.float64(29.309067361626035)]",-75.3397679397024,-129.7437330946407,-96.12361624397458,-139.59044293960008,522.4,666.5135624792671
Республика Хакасия,2022,146164.0,118953.0,"[np.float64(-6.646753246753178), np.float64(12.49166666666622), np.float64(1.2692307692307736), np.float64(20.456357832773392), np.float64(99.34344921629508), np.float64(30.385178197167704), np.float64(-37.26237997808448), np.float64(121.14714835426861), np.float64(57.60244586331601)]",120.03674945729551,298.78634367488013,100.91107366547755,204.41855975129315,758.4000000000001,637.5627348616681
Республика Хакасия,2023,145499.0,118455.0,"[np.float64(-7.467532467532465), np.float64(13.999999999999886), np.float64(4.753846153846212), np.float64(21.91225801102655), np.float64(113.39086558684357), np.float64(32.53359008704621), np.float64(-39.61289341691392), np.float64(134.83207941033436), np.float64(60.023478936522906)]",139.51013395431605,334.36569230117334,117.77479545339246,229.80617894361703,758.4000000000001,640.2431303026467
Ростовская область,2022,1221483.0,974569.0,"[np.float64(-69.96163728470037), np.float64(-3.843479257869774), np.float64(39.46744757032815), np.float64(-81.72403597675338), np.float64(173.2571002868758), np.float64(132.68171644719814), np.float64(-95.01963847843263), np.float64(-93.55360012554502), np.float64(-68.72281080642324)]",94.85747330664594,-67.41893762532231,9.733274227545298,-5.519433150139815,2472.2,253.6711099983685
Ростовская область,2023,1209192.0,964547.0,"[np.float64(-78.9744133738593), np.float64(-1.8512624557017716), np.float64(59.97007672633805), np.float64(-82.60821379795846), np.float64(200.05292045846943), np.float64(145.38516290040593), np.float64(-102.94676137676242), np.float64(-91.64481071325531), np.float64(-55.687433693239655)]",139.02750908093145,-8.304735325563513,14.413762012730478,-0.6868003861722136,2472.2,256.3068466337047
Рязанская область,2022,308153.0,239647.0,"[np.float64(9.016103896104823), np.float64(35.662857142857774), np.float64(23.944041784301703), np.float64(8.896447485326206), np.float64(-18.30374247212916), np.float64(-89.07427859006907), np.float64(52.367831725828296), np.float64(98.76426090636551), np.float64(-134.56841990028397)]",22.509260972220574,-13.29489802169789,9.39267379613372,-4.314382148380152,432.59999999999997,180.5155082266834
Рязанская область,2023,304562.0,236841.0,"[np.float64(12.59740259740363), np.float64(39.06142857142913), np.float64(27.59462676453893), np.float64(9.940927675454674), np.float64(-19.173535426199493), np.float64(-107.54235966465592), np.float64(52.45597719187299), np.float64(129.32671696920352), np.float64(-161.88869214193255)]",14.934467709843943,-17.62750746288509,6.305693570726329,-5.787822335972673,432.59999999999997,182.65418571953336
Самарская область,2022,905873.0,719510.0,"[np.float64(38.41430660842434), np.float64(-29.42949093418656), np.float64(11.072165610585216), np.float64(291.4831676170459), np.float64(277.9950224307124), np.float64(-45.03418418637284), np.float64(7.948514610638313), np.float64(-36.082852543027), np.float64(181.2282652594904)]",552.4495017568468,697.5949144733102,76.78135144151531,77.00802590134712,1642.8,228.32205250795678
Самарская область,2023,894384.0,709447.0,"[np.float64(44.78289537260207), np.float64(-33.6574793901741), np.float64(25.144205901015084), np.float64(342.0809076465014), np.float64(342.4680646471354), np.float64(-40.04107590790795), np.float64(16.785972117812207), np.float64(-22.416877778317257), np.float64(195.11875947383987)]",697.5634903869841,870.2653720825067,98.3249616091102,97.30332520287782,1642.8,231.56063807444392
Саратовская область,2022,706576.0,554144.0,"[np.float64(-10.054615915485556), np.float64(-8.052747356052748), np.float64(46.665344726936155), np.float64(89.0224995494579), np.float64(181.44648164209497), np.float64(94.34368167290859), np.float64(-99.46860143301524), np.float64(-35.715424665526825), np.float64(211.4897218199028)]",293.9020428868441,469.67634004122004,53.03712444542286,66.47216152844422,1803.4,325.4388750938384
Саратовская область,2023,695852.0,546044.0,"[np.float64(-11.306715506715449), np.float64(-3.9529353701527157), np.float64(51.571368371130376), np.float64(105.19044831252518), np.float64(209.41212945470699), np.float64(96.95709008242181), np.float64(-118.99472701161426), np.float64(-27.494489660252157), np.float64(247.5222494940574)]",328.87665833230193,548.9044181661072,60.22896659102599,78.88235115600835,1803.4,330.2664254162668
Сахалинская область,2022,143051.0,114851.0,"[np.float64(-0.29285714285714093), np.float64(0.6818181818180165), np.float64(57.886059351276344), np.float64(7.5848942226821805), np.float64(-23.024473708062146), np.float64(-39.689643624731445), np.float64(-27.397790474981917), np.float64(14.984869691591314), np.float64(-96.19063050115574)]",-24.251993194856112,-105.45775400442054,-21.116048789175636,-73.72038923490261,939.2,817.7551784485986
Сахалинская область,2023,139010.0,111336.0,"[np.float64(-0.2857142857142829), np.float64(-0.8246753246755816), np.float64(66.24051069703114), np.float64(7.924264249207397), np.float64(-20.489872249280808), np.float64(-40.06080871694917), np.float64(-28.929847278770524), np.float64(24.485549813325946), np.float64(-110.45994195784124)]",-16.42614290915182,-102.40053505366711,-14.753667195832275,-73.66415009975334,939.2,843.5726090393044
Свердловская область,2022,1212172.0,981035.0,"[np.float64(1.148553998801674), np.float64(-33.18788075918218), np.float64(-183.39438096932759), np.float64(30.947698882107034), np.float64(8.13934106275201), np.float64(166.3634537237906), np.float64(-120.82118254175134), np.float64(107.21174238260733), np.float64(149.9035498180997)]",-130.8043966028098,126.31089559789723,-13.333305804870346,10.420212279931992,3922.8,399.86340956234994
Свердловская область,2023,1200558.0,970062.0,"[np.float64(5.143252168025015), np.float64(-27.84245570813198), np.float64(-201.22638227034236), np.float64(21.52608265154413), np.float64(44.23074124824166), np.float64(192.19692250922685), np.float64(-104.89596857855008), np.float64(111.0175224450511), np.float64(163.92462948372622)]",-70.86780797998676,204.07434394879056,-7.3054926365517625,16.998291123693363,3922.8,404.3865237479667
Смоленская область,2022,254292.0,199375.0,"[np.float64(2.5642857142859725), np.float64(-22.7166666666663), np.float64(3.2523809523809746), np.float64(25.46201447883601), np.float64(-71.1877476780196), np.float64(-40.85745546976415), np.float64(115.79326419763112), np.float64(-98.37463830392994), np.float64(-95.0000490847483)]",12.310075528684024,-181.06461185999422,6.174332553571924,-71.2034243546766,736.3999999999999,369.35423197492156
Смоленская область,2023,248044.0,194760.0,"[np.float64(1.8571428571429465), np.float64(-24.749999999999602), np.float64(3.5950000000000273), np.float64(27.694897659912357), np.float64(-78.63330688854637), np.float64(-44.57213133552307), np.float64(130.89751279585352), np.float64(-112.6946894885757), np.float64(-107.48189850654398)]",16.089115088839804,-204.08747290627988,8.26099562992391,-82.27873800869196,736.3999999999999,378.1063873485315
Ставропольский край,2022,859375.0,696796.0,"[np.float64(0.17460317460296437), np.float64(-10.34336007130105), np.float64(68.19241758241913), np.float64(85.40592843589161), np.float64(56.88300397278141), np.float64(120.60809032068323), np.float64(-151.45728420751334), np.float64(-25.792976254121413), np.float64(-428.5864107108712)]",169.46339920756395,-284.91598775742864,24.320374859724215,-33.15386039359169,1306.4,187.48672495249687
Ставропольский край,2023,853805.0,692364.0,"[np.float64(1.4642857142855803), np.float64(-5.975222816399082), np.float64(74.52939560439722), np.float64(101.87484025868844), np.float64(68.41754487085723), np.float64(131.93114377273974), np.float64(-164.29538878859069), np.float64(-20.466418228699922), np.float64(-479.80943587821525)]",207.94659861597847,-292.3292554909367,30.0342881224296,-34.23840988175716,1306.4,188.68687568966612
Тамбовская область,2022,280469.0,214779.0,"[np.float64(3.866666666666646), np.float64(13.080963480963419), np.float64(83.08093355919209), np.float64(74.87247474747267), np.float64(56.47223188600742), np.float64(-95.41458339009307), np.float64(-12.21204699548582), np.float64(-109.285197681373), np.float64(172.9971277194519)]",123.74663995472335,187.45856999280224,57.61580040633552,66.83753640965749,256.40000000000003,119.37852397115175
Тамбовская область,2023,274107.0,210199.0,"[np.float64(3.289285714285711), np.float64(13.4247086247085), np.float64(96.27389422171927), np.float64(82.54076479076355), np.float64(69.25310776324238), np.float64(-106.68657018151077), np.float64(-14.051019310054699), np.float64(-122.556856493738), np.float64(180.43431788869407)]",144.04417162315394,201.92163301811001,68.52752469000991,73.66525955853372,256.40000000000003,121.97964785750648
Тверская область,2022,346012.0,271924.0,"[np.float64(-8.58812324929977), np.float64(-11.519999999999527), np.float64(7.4342417471269755), np.float64(17.25872870248898), np.float64(8.376297030438877), np.float64(12.27856938274141), np.float64(-25.57666406499004), np.float64(-29.030759149891082), np.float64(57.86956427237726)]",-0.3369504514930952,28.501854670993083,-0.12391346534071844,8.237244566949437,1020.2,375.17835865903714
Тверская область,2023,341053.0,268435.0,"[np.float64(-10.550700280112324), np.float64(-15.153333333333649), np.float64(11.643413514667714), np.float64(27.14604074824294), np.float64(1.4645052489525483), np.float64(18.506766336075827), np.float64(-17.735691214707003), np.float64(-32.39168172848372), np.float64(86.28259204240044)]",15.321001019786053,69.21191133370277,5.70752734173489,20.293594055382233,1020.2,380.0547618604131
Томская область,2022,312791.0,255875.0,"[np.float64(14.270687645687758), np.float64(-3.238074425574837), np.float64(56.05619475280025), np.float64(-62.25302086649697), np.float64(147.7042235610678), np.float64(-15.668286497634085), np.float64(15.297767883291954), np.float64(55.52269710210669), np.float64(72.96158616060268)]",152.16949205314188,280.65377531585125,59.47024603933244,89.72565557060506,554.1999999999999,216.59013190034193
Томская область,2023,307761.0,251389.0,"[np.float64(15.272581585081639), np.float64(0.9659715284716412), np.float64(70.15348442799723), np.float64(-69.03001340955814), np.float64(167.8407030856717), np.float64(-20.957538796002382), np.float64(14.436306611247062), np.float64(67.23951782958699), np.float64(77.30981422699631)]",178.68149503290874,323.23082708949204,71.07769036549283,105.0265716219703,554.1999999999999,220.45515118004366
Тульская область,2022,426022.0,333009.0,"[np.float64(5.503267973856424), np.float64(-33.69578947368399), np.float64(7.03960553868194), np.float64(-39.776228336775205), np.float64(200.9733191768603), np.float64(124.17033027870741), np.float64(45.078536745338965), np.float64(31.467983008161923), np.float64(-80.29272818618324)]",309.2930419029858,260.4682967249645,92.87828314039135,61.13963521249243,1013.2,304.2560411280176
Тульская область,2023,419856.0,327029.0,"[np.float64(6.635032679738487), np.float64(-32.041403508771594), np.float64(10.885434077232134), np.float64(-46.57454181705964), np.float64(224.32662355111972), np.float64(145.43077734027509), np.float64(39.07812625813267), np.float64(37.68633708002858), np.float64(-87.1355461188864)]",347.7400485806669,298.2908395418091,106.33309234981206,71.04598708647943,1013.2,309.8196184436243
Тюменская область без АО,2022,445423.0,362576.0,"[np.float64(8.631354026090904), np.float64(-17.258566318143494), np.float64(-39.107429153655175), np.float64(-6.341974062274176), np.float64(42.56920907221303), np.float64(145.2611157256042), np.float64(-2.8509577217037076), np.float64(-47.273438475400326), np.float64(-165.5060828211641)]",130.90275156813158,-81.87676972843286,36.103534588095066,-18.381801058417025,1886.4,520.2771281055558
Тюменская область без АО,2023,443206.0,361690.0,"[np.float64(8.857103013945107), np.float64(-20.72699838412609), np.float64(-42.88214470539975), np.float64(1.5792815513366918), np.float64(60.46206799557717), np.float64(160.96215013069195), np.float64(10.324553872980687), np.float64(-57.78101556028389), np.float64(-189.82592584087888)]",178.57601347500577,-69.030927926157,49.372670926762076,-15.575359522695315,1886.4,521.5516049655782
Удмуртская Республика,2022,403624.0,323929.0,"[np.float64(-33.395949671925905), np.float64(17.527898550725013), np.float64(7.510432760584976), np.float64(70.6694560099786), np.float64(-39.18936445197335), np.float64(-7.574346085967534), np.float64(-96.49390350710678), np.float64(-89.34018263451833), np.float64(-118.32900969384559)]",-80.94577639568497,-288.6149687240489,-24.988740247302644,-71.50589873844193,313.9999999999999,96.93482213694972
Удмуртская Республика,2023,399916.0,322173.0,"[np.float64(-37.54788496440051), np.float64(23.402898550725467), np.float64(8.438326210207023), np.float64(84.07146188253023), np.float64(-38.363410502541115), np.float64(10.346944680744627), np.float64(-97.89783445478054), np.float64(-89.12060726157813), np.float64(-138.0534119476024)]",-47.54949859751481,-274.7235178066953,-14.758995507852866,-68.69530546582166,313.9999999999999,97.46316420060026
Ульяновская область,2022,335121.0,260618.0,"[np.float64(12.666666666666742), np.float64(10.60951945080069), np.float64(26.3858276348233), np.float64(86.12555061959216), np.float64(54.06422259348108), np.float64(-7.407500232423104), np.float64(118.06656073120757), np.float64(-104.96274652137527), np.float64(183.2547174242336)]",300.51084746414847,378.8028183670068,115.30701926350001,113.0346407318571,688.5999999999999,264.21812768112716
Ульяновская область,2023,328919.0,257077.0,"[np.float64(13.440000000000055), np.float64(11.81220366132709), np.float64(28.954619519647736), np.float64(103.01299957134898), np.float64(69.1964202083609), np.float64(1.1300473979653702), np.float64(144.08536287211427), np.float64(-111.77471805330788), np.float64(194.31833206302406)]",371.6316532307644,454.1752672404806,144.56044423684904,138.08118936287676,688.5999999999999,267.8574901683153
