,Region,year,total,drafted,pmc,volunteers,prisoners,contract,slavic,non_slavic,reg_inc,other_transfers,share_of_total,share_of_income,population,urban_share,disability_per10k,uneployment,median_income,consumption,av_income,share_poverty,% Russians,% Slavs,Excessive Marriages,ex_nup_per100k
160,Орловская область,2022,150,0,24,29,37,47,140,10,60698.71000000001,8639.7425,0.8765243637053862,14.23381567746662,710000.0,0.6666197183098592,41.2,4.0,27467.4,27748.0,34138.0,11.5,95.34,95.93,331.6,215.2673638836414
161,Орловская область,2023,222,35,0,55,58,21,213,9,65516.91,9141.433,0.7772213495865141,13.952784098029044,700300.0,0.6661430815364844,,,,,,,95.34,95.93,331.6,215.2673638836414
162,Орловская область,2024,155,36,0,43,4,2,141,14,47705.630000000005,10035.9871,1.0033403072289255,21.03732221962062,,,,,,,,,95.34,95.93,331.6,215.2673638836414
163,Орловская область,2025,8,0,0,0,0,8,8,0,,,,,,,,,,,,,,,331.6,215.2673638836414
164,Пензенская область,2022,295,32,7,58,67,74,261,34,96868.7,11430.468,1.1596507292381433,11.79996015224732,1261100.0,0.6874950440091984,67.8,3.7,24541.3,25816.0,30111.0,11.5,87.57,87.92,586.8,212.25647295430045
165,Пензенская область,2023,237,15,12,46,77,38,212,25,102996.58,14450.6307,1.228619046382587,14.030204400961663,1246600.0,0.6878710091448741,,,,,,,87.57,87.92,586.8,212.25647295430045
166,Пензенская область,2024,288,24,0,118,1,62,262,26,82578.19,13574.9629,1.3571467670287525,16.4389203735272,,,,,,,,,87.57,87.92,586.8,212.25647295430045
167,Пензенская область,2025,23,0,0,0,0,0,21,2,,,,,,,,,,,,,,,586.8,212.25647295430045
168,Пермский край,2022,340,16,16,39,103,135,303,37,256933.34,5235.5283,0.5311579728005831,2.037699077900906,2525100.0,0.7567225060393648,59.9,3.4,29347.6,30768.0,37253.0,11.5,89.41,89.77,1829.0,324.2120265112908
169,Пермский край,2023,1016,101,50,262,375,78,902,114,291196.17,11233.8635,0.9551236168925245,3.85783353537926,2508400.0,0.756777228512199,,,,,,,89.41,89.77,1829.0,324.2120265112908
170,Пермский край,2024,1655,130,0,660,94,195,1461,194,211305.8,2736.2584,0.2735553878615216,1.2949282035798353,,,,,,,,,89.41,89.77,1829.0,324.2120265112908
171,Пермский край,2025,188,0,0,52,0,24,163,25,,,,,,,,,,,,,,,1829.0,324.2120265112908
172,Приморский край,2022,335,53,0,21,16,194,316,19,228664.76,14861.4247,1.5077302163719588,6.499219512442582,1842000.0,0.7846362649294245,37.6,3.4,36456.6,39421.0,45834.0,11.4,94.42,95.29,3181.8,714.9469710587813
173,Приморский край,2023,841,95,15,118,217,118,801,40,257455.25,23771.7439,2.021117135134391,9.2333498345829,1820100.0,0.7842426240316467,,,,,,,94.42,95.29,3181.8,714.9469710587813
174,Приморский край,2024,535,40,0,178,32,95,502,33,187384.79,7382.7688,0.738086791282556,3.939897576532225,,,,,,,,,94.42,95.29,3181.8,714.9469710587813
175,Приморский край,2025,52,0,5,16,0,10,47,5,,,,,,,,,,,,,,,3181.8,714.9469710587813
176,Псковская область,2022,130,0,0,0,15,106,129,1,61367.62,7780.847900000001,0.7893872710484011,12.679077174575127,596900.0,0.7089964818227509,66.6,4.0,26488.6,29269.0,33090.0,14.3,95.78,96.97,748.8,564.7101411021199
177,Псковская область,2023,196,25,5,31,22,59,187,9,70216.52,10690.7451,0.9089466973840328,15.225398666866427,587800.0,0.7087444709084724,,,,,,,95.78,96.97,748.8,564.7101411021199
178,Псковская область,2024,308,18,0,51,29,48,292,16,46628.89,8378.9751,0.8376817713424041,17.96949294739806,,,,,,,,,95.78,96.97,748.8,564.7101411021199
179,Республика Адыгея,2022,107,0,9,27,15,41,83,24,44170.630000000005,6140.8679,0.6230070315922415,13.902604287056803,498300.0,0.4944812362030905,38.4,7.1,29281.9,30511.0,36397.0,11.6,64.43,65.18,316.0,273.15555171370534
180,Республика Адыгея,2023,68,5,8,6,24,10,50,18,54820.73,6920.892400000001,0.5884269273177465,12.624590004547551,498000.0,0.4897590361445783,,,,,,,64.43,65.18,316.0,273.15555171370534
181,Республика Адыгея,2024,68,6,0,43,1,4,59,9,39866.37,8018.5918,0.8016527203542682,20.11367425727499,,,,,,,,,64.43,65.18,316.0,273.15555171370534
182,Республика Алтай,2022,30,0,0,15,0,15,20,10,35729.96,11824.8107,1.1996578225281762,33.094945250428495,210800.0,0.310246679316888,55.1,9.8,21882.7,23272.0,27940.0,20.0,53.7,53.98,308.4,647.6814516129032
183,Республика Алтай,2023,159,15,3,54,38,15,115,44,37732.91,13940.4842,1.1852454581041587,36.94516060383362,210800.0,0.3083491461100569,,,,,,,53.7,53.98,308.4,647.6814516129032
184,Республика Алтай,2024,239,16,6,131,27,28,167,72,33490.13,14372.2676,1.4368567083311947,42.91493523614271,,,,,,,,,53.7,53.98,308.4,647.6814516129032
185,Республика Алтай,2025,46,6,0,23,0,17,25,21,,,,,,,,,,,,,,,308.4,647.6814516129032
186,Республика Башкортостан,2022,582,40,15,79,174,221,232,350,329550.18,26857.1164,2.7247243611104714,8.14962880615025,4091600.0,0.6206129631440024,58.1,3.4,28468.7,30479.0,35269.0,10.1,37.49,37.96,1452.6000000000004,155.83445887594505
187,Республика Башкортостан,2023,1125,201,30,390,284,112,451,674,338781.34,36634.3596,3.114720242389751,10.813570664783368,4077600.0,0.62350402197371,,,,,,,37.49,37.96,1452.6000000000004,155.83445887594505
188,Республика Башкортостан,2024,2622,413,0,1468,158,185,1015,1607,246947.7,30101.2294,3.009347905017172,12.189313526710311,,,,,,,,,37.49,37.96,1452.6000000000004,155.83445887594505
189,Республика Башкортостан,2025,383,34,0,230,7,35,151,232,,,,,,,,,,,,,,,1452.6000000000004,155.83445887594505
190,Республика Бурятия,2022,427,38,8,58,24,284,264,163,125867.37,27205.8836,2.760107701303922,21.614723180439857,977900.0,0.5916760404949382,61.6,7.4,26491.8,27957.0,32823.0,19.0,63.95,64.22,1762.4,755.914697960094
191,Республика Бурятия,2023,865,202,15,219,271,121,610,255,132326.44,31912.2031,2.713233861874931,24.116271169994448,974600.0,0.5910116971065053,,,,,,,63.95,64.22,1762.4,755.914697960094
192,Республика Бурятия,2024,945,168,0,550,67,139,626,319,88564.64,32895.9933,3.288752336501376,37.14348446513191,,,,,,,,,63.95,64.22,1762.4,755.914697960094
193,Республика Бурятия,2025,482,95,5,265,25,68,328,154,,,,,,,,,,,,,,,1762.4,755.914697960094
194,Республика Дагестан,2022,415,23,7,31,23,211,15,400,210484.1,83567.8659,8.478177501726995,39.702697685953474,3186900.0,0.4522576798769964,38.4,12.1,26774.7,29242.0,33343.0,14.2,3.26,3.28,-1577.0000000000002,-193.05090202636123
195,Республика Дагестан,2023,463,72,16,113,43,87,37,426,193829.64,91848.1562,7.809098192679086,47.38602217906404,3209800.0,0.451897314474422,,,,,,,3.26,3.28,-1577.0000000000002,-193.05090202636123
196,Республика Дагестан,2024,344,35,0,84,0,55,17,327,144494.86000000002,101138.0056,10.111196497176126,69.99418913586267,,,,,,,,,3.26,3.28,-1577.0000000000002,-193.05090202636123
197,Республика Дагестан,2025,22,0,0,7,0,7,2,20,,,,,,,,,,,,,,,-1577.0000000000002,-193.05090202636123
198,Республика Ингушетия,2022,19,0,0,0,0,7,0,19,48579.07,12835.5999,1.302205017698666,26.422078273626894,511300.0,0.5482104439663603,52.5,28.5,17329.0,11361.0,20781.0,30.5,0.67,0.68,-126.0,-91.30964113861673
199,Республика Ингушетия,2023,23,0,0,8,0,15,0,23,40069.81,15468.8304,1.3151882467456577,38.604701145326125,519100.0,0.548449239067617,,,,,,,0.67,0.68,-126.0,-91.30964113861673
200,Республика Ингушетия,2024,36,4,0,5,4,2,0,36,27236.45,17667.9801,1.7663431015817612,64.86888012204234,,,,,,,,,0.67,0.68,-126.0,-91.30964113861673
201,Республика Калмыкия,2022,61,0,1,8,15,26,21,40,27575.620000000003,5329.9068,0.5407329172691213,19.32832987979961,266400.0,0.4677177177177177,69.3,8.1,20097.0,15205.0,23684.0,20.9,25.71,26.01,94.20000000000002,153.5652570832383
202,Республика Калмыкия,2023,121,32,3,40,17,12,50,71,30557.33,5583.79,0.474744036258613,18.27316064590721,264500.0,0.4699432892249527,,,,,,,25.71,26.01,94.20000000000002,153.5652570832383
203,Республика Калмыкия,2024,76,6,1,33,4,15,31,45,26494.16,5672.4411,0.5670980581483593,21.410156426925784,,,,,,,,,25.71,26.01,94.20000000000002,153.5652570832383
204,Республика Калмыкия,2025,13,0,0,3,0,2,4,9,,,,,,,,,,,,,,,94.20000000000002,153.5652570832383
205,Республика Карачаево-Черкесия,2022,48,3,3,6,5,25,23,25,,,,,,,,,,,,,,,,
206,Республика Карачаево-Черкесия,2023,72,11,0,11,18,21,40,32,,,,,,,,,,,,,,,,
207,Республика Карачаево-Черкесия,2024,47,1,0,28,0,3,22,25,,,,,,,,,,,,,,,,
208,Республика Карачаево-Черкесия,2025,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,
209,Республика Карелия,2022,63,0,0,9,21,25,59,4,83915.65,10187.8197,1.033580824901633,12.140547919249869,532400.0,0.7941397445529678,81.5,5.8,33367.9,36607.0,44880.0,12.9,86.4,89.57,664.0,576.7643865363735
210,Республика Карелия,2023,259,18,13,32,65,69,243,16,87564.55,10944.667,0.9305356016409008,12.498970188278246,527900.0,0.7973100966092063,,,,,,,86.4,89.57,664.0,576.7643865363735
211,Республика Карелия,2024,307,36,0,76,12,53,291,16,62483.87,8899.9731,0.8897681568844555,14.243632956793489,,,,,,,,,86.4,89.57,664.0,576.7643865363735
212,Республика Карелия,2025,73,4,0,11,1,10,68,5,,,,,,,,,,,,,,,664.0,576.7643865363735
213,Республика Коми,2022,165,0,23,22,44,61,152,13,144856.05,1513.2774,0.1535259309111054,1.0446766980046742,734400.0,0.775462962962963,58.4,6.7,34633.8,32321.0,46638.0,14.0,69.69,72.08,407.8,238.66236707653232
214,Республика Коми,2023,397,53,19,65,133,81,369,28,131170.36,2168.8726,0.184401514429216,1.6534776606544348,726500.0,0.7768754301445285,,,,,,,69.69,72.08,407.8,238.66236707653232
215,Республика Коми,2024,301,28,0,104,16,65,280,21,95267.31,2032.3296,0.2031806323519925,2.1332916821100545,,,,,,,,,69.69,72.08,407.8,238.66236707653232
216,Республика Коми,2025,123,3,0,39,0,8,115,8,,,,,,,,,,,,,,,407.8,238.66236707653232
217,Республика Крым,2022,241,6,23,24,28,129,218,23,,,,,,,,,,,,,,,777.2,179.7858854663052
218,Республика Крым,2023,266,31,14,68,45,38,240,26,,,,,,,,,,,,,,,777.2,179.7858854663052
219,Республика Крым,2024,303,38,0,121,7,95,276,27,,,,,,,,,,,,,,,777.2,179.7858854663052
220,Республика Крым,2025,75,0,0,23,2,21,70,5,,,,,,,,,,,,,,,777.2,179.7858854663052
221,Республика Марий Эл,2022,143,7,2,8,22,76,123,20,59113.99,9641.4356,0.9781487358560116,16.309904981883307,676400.0,0.685097575399172,48.2,3.6,21497.5,19832.0,25696.0,16.2,52.51,52.82,280.2,185.17784210317615
222,Республика Марий Эл,2023,193,67,8,50,30,8,181,12,63615.61,12339.7313,1.049146519426544,19.397332352861195,672300.0,0.688234419158114,,,,,,,52.51,52.82,280.2,185.17784210317615
223,Республика Марий Эл,2024,439,51,0,195,25,68,397,42,53352.4,12507.0365,1.2503816235907064,23.442312810670185,,,,,,,,,52.51,52.82,280.2,185.17784210317615
224,Республика Марий Эл,2025,37,0,0,14,6,2,36,1,,,,,,,,,,,,,,,280.2,185.17784210317615
225,Республика Мордовия,2022,71,0,0,7,24,24,67,4,84528.71,5343.019200000001,0.5420632043774062,6.320952017367827,781400.0,0.6343742001535705,46.3,3.6,21204.9,20288.0,25504.0,15.0,54.09,54.32,204.4,114.6549693168942
226,Республика Мордовия,2023,251,60,3,45,23,38,227,24,70231.45,8026.6236,0.6824382158699805,11.428816577188709,771400.0,0.6357272491573762,,,,,,,54.09,54.32,204.4,114.6549693168942
227,Республика Мордовия,2024,216,50,2,80,22,39,204,12,56430.47,6017.8958,0.6016346335123987,10.66426666302797,,,,,,,,,54.09,54.32,204.4,114.6549693168942
228,Республика Мордовия,2025,8,8,0,0,0,0,7,1,,,,,,,,,,,,,,,204.4,114.6549693168942
229,Республика Саха (Якутия),2022,75,15,0,15,7,22,60,15,,,,,,,,,,,,,,,,
230,Республика Саха (Якутия),2023,451,119,16,70,138,25,397,54,,,,,,,,,,,,,,,,
231,Республика Саха (Якутия),2024,495,75,0,207,34,23,434,61,,,,,,,,,,,,,,,,
232,Республика Саха (Якутия),2025,185,27,2,74,0,12,166,19,,,,,,,,,,,,,,,,
233,Республика Северная Осетия-Алания,2022,201,0,18,30,8,114,75,126,,,,,,,,,,,,,,,,
234,Республика Северная Осетия-Алания,2023,300,56,0,86,39,53,74,226,,,,,,,,,,,,,,,,
235,Республика Северная Осетия-Алания,2024,283,24,0,91,18,24,67,216,,,,,,,,,,,,,,,,
236,Республика Северная Осетия-Алания,2025,4,0,0,0,0,4,3,1,,,,,,,,,,,,,,,,
237,Республика Татарстан,2022,455,15,7,83,155,165,255,200,517314.18,5922.9496,0.6008986528706234,1.1449424409746511,4000100.0,0.7677058073548162,52.1,2.3,36280.5,35993.0,44932.0,5.0,40.34,40.64,2331.4,255.2975277291397
238,Республика Татарстан,2023,1346,322,47,368,292,82,733,613,565706.35,5668.915,0.4819815194172766,1.0020949915092874,4001600.0,0.7675179928028789,,,,,,,40.34,40.64,2331.4,255.2975277291397
239,Республика Татарстан,2024,2724,275,0,1025,95,179,1427,1297,439170.44,854.9943000000001,0.0854774159326071,0.1946839363778673,,,,,,,,,40.34,40.64,2331.4,255.2975277291397
240,Республика Татарстан,2025,564,50,0,135,9,40,308,256,,,,,,,,,,,,,,,2331.4,255.2975277291397
241,Республика Тыва,2022,164,7,0,7,22,128,19,145,60363.75,22385.1688,2.271033637733725,37.08379416454412,336300.0,0.5480225988700566,62.6,9.5,18691.1,14320.0,23049.0,27.2,10.12,10.16,522.4,672.2948625553382
242,Республика Тыва,2023,360,52,10,48,159,62,35,325,60770.0,25094.8082,2.133606481261605,41.294731281882505,337300.0,0.5529202490364661,,,,,,,10.12,10.16,522.4,672.2948625553382
243,Республика Тыва,2024,416,37,3,113,40,106,34,382,41631.1,26383.9775,2.6377184254024257,63.37564344924829,,,,,,,,,10.12,10.16,522.4,672.2948625553382
244,Республика Тыва,2025,68,0,0,10,4,16,3,65,,,,,,,,,,,,,,,522.4,672.2948625553382
245,Республика Хакасия,2022,76,8,1,12,10,37,67,9,65147.58,4770.634400000001,0.483993276643491,7.322811376876932,533000.0,0.6848030018761726,48.3,3.3,24716.9,24919.0,28963.0,18.0,82.14,82.68,758.4000000000001,637.5627348616681
246,Республика Хакасия,2023,236,57,14,37,80,23,207,29,57833.43,5299.8077,0.4505993418256196,9.163917305267905,530200.0,0.6865333836288192,,,,,,,82.14,82.68,758.4000000000001,637.5627348616681
247,Республика Хакасия,2024,334,37,0,157,11,56,300,34,40075.98,4645.7285,0.4644532335530976,11.59230167297219,,,,,,,,,82.14,82.68,758.4000000000001,637.5627348616681
248,Республика Хакасия,2025,52,7,0,29,0,0,45,7,,,,,,,,,,,,,,,758.4000000000001,637.5627348616681
249,Ростовская область,2022,614,37,35,51,157,237,575,39,343090.19,22524.2092,2.2851396482009743,6.56509858238733,4192300.0,0.678744364668559,40.9,3.5,31398.9,34963.0,40016.0,10.5,91.69,92.47,2472.2,253.6711099983685
250,Ростовская область,2023,943,167,59,187,204,101,877,66,401777.85,28268.7852,2.403463809701966,7.03592425515742,4164500.0,0.6773202065073838,,,,,,,91.69,92.47,2472.2,253.6711099983685
251,Ростовская область,2024,583,95,0,217,28,78,544,39,284708.86,23112.570600000003,2.310661966340534,8.117966753827051,,,,,,,,,91.69,92.47,2472.2,253.6711099983685
252,Ростовская область,2025,62,5,0,27,5,3,57,5,,,,,,,,,,,,,,,2472.2,253.6711099983685
253,Рязанская область,2022,154,11,8,14,44,77,140,14,108577.72,6499.0688,0.6593474452042439,5.98563756910718,1098600.0,0.7136355361369016,59.9,2.9,27604.4,27306.0,33379.0,11.8,94.57,95.08,432.6,180.5155082266834
254,Рязанская область,2023,172,24,8,16,27,38,157,15,115699.48,8257.9728,0.7021079478966508,7.13743294265454,1088900.0,0.7137478188998071,,,,,,,94.57,95.08,432.6,180.5155082266834
255,Рязанская область,2024,172,14,1,92,1,43,162,10,89508.8,7640.838,0.7638870666151463,8.5364098278605,,,,,,,,,94.57,95.08,432.6,180.5155082266834
256,Рязанская область,2025,16,1,0,0,0,7,15,1,,,,,,,,,,,,,,,432.6,180.5155082266834
257,Самарская область,2022,359,14,30,28,157,97,315,44,339418.13,3633.0137,0.3685786956874525,1.070365245368596,3164400.0,0.7959170774870433,43.8,2.7,29985.1,30264.0,37055.0,10.9,89.61,90.2,1642.8,228.3220525079568
258,Самарская область,2023,749,269,20,109,100,80,676,73,336659.66,5535.4714,0.4706359005317383,1.6442336453378468,3142700.0,0.7950806631240653,,,,,,,89.61,90.2,1642.8,228.3220525079568
259,Самарская область,2024,837,73,0,304,22,95,740,97,247055.87,708.8679000000001,0.0708685383394647,0.2869261515623976,,,,,,,,,89.61,90.2,1642.8,228.3220525079568
260,Самарская область,2025,27,0,0,18,0,9,23,4,,,,,,,,,,,,,,,1642.8,228.3220525079568
261,Санкт-Петербург,2022,172,20,14,30,27,47,158,14,1165310.99,5105.0239,0.5179179617503982,0.438082532800965,5607900.0,1.0,32.9,1.8,50215.5,48134.0,63495.0,4.5,90.63,91.58,3449.4,259.4290665246703
262,Санкт-Петербург,2023,556,59,29,133,93,71,510,46,1149928.66,3148.861,0.2677219201935123,0.2738309870457529,5600000.0,1.0,,,,,,,90.63,91.58,3449.4,259.4290665246703
263,Санкт-Петербург,2024,267,49,0,93,0,7,254,13,932420.64,904.008,0.090377523946539,0.0969528087666527,,,,,,,,,90.63,91.58,3449.4,259.4290665246703
264,Санкт-Петербург,2025,90,0,0,23,6,8,83,7,,,,,,,,,,,,,,,3449.4,259.4290665246703
265,Саратовская область,2022,299,7,21,23,96,120,240,59,189226.89,14108.2568,1.4313193726100273,7.455735704370559,2431000.0,0.7660222130810366,40.3,3.4,23922.4,23963.0,28797.0,13.2,89.7,90.38,1803.4,325.4388750938384
266,Саратовская область,2023,609,61,24,126,178,71,521,88,203372.13,18142.2584,1.542487983907476,8.920720061298468,2404900.0,0.7679737203210113,,,,,,,89.7,90.38,1803.4,325.4388750938384
267,Саратовская область,2024,1083,53,4,454,52,83,954,129,156750.65,18144.0913,1.8139419628520324,11.575129863895302,,,,,,,,,89.7,90.38,1803.4,325.4388750938384
268,Саратовская область,2025,163,0,0,47,12,10,141,22,,,,,,,,,,,,,,,1803.4,325.4388750938384
269,Сахалинская область,2022,88,8,4,8,0,37,82,6,282990.57,1563.8977,0.1586614920980361,0.5526324428407632,466000.0,0.8248927038626609,37.7,4.2,54641.0,54031.0,73820.0,7.0,91.2,92.24,939.2,817.7551784485986
270,Сахалинская область,2023,291,36,0,20,53,30,261,30,265284.2,1606.8669,0.1366187621376099,0.6057152668722826,460600.0,0.8263135041250543,,,,,,,91.2,92.24,939.2,817.7551784485986
271,Сахалинская область,2024,135,8,0,56,34,7,122,13,200236.85,695.4106999999999,0.0695231648303216,0.3472940670011539,,,,,,,,,91.2,92.24,939.2,817.7551784485986
272,Сахалинская область,2025,6,0,0,0,0,0,5,1,,,,,,,,,,,,,,,939.2,817.7551784485986
273,Свердловская область,2022,617,141,45,61,183,125,559,58,450919.47,9283.5725,0.9418425929332178,2.0588094144615225,4263700.0,0.8580575556441589,50.5,3.5,35393.6,37378.0,46187.0,8.3,92.32,92.77,3922.8,399.86340956234994
274,Свердловская область,2023,1086,187,42,197,418,96,1005,81,537255.22,6105.530299999999,0.5191033506133397,1.1364301495293057,4239100.0,0.8584605222806727,,,,,,,92.32,92.77,3922.8,399.86340956234994
275,Свердловская область,2024,1902,183,8,751,137,160,1727,175,406193.4,1351.7481,0.1351400057050807,0.3327843583869162,,,,,,,,,92.32,92.77,3922.8,399.86340956234994
276,Свердловская область,2025,218,8,0,52,14,32,195,23,,,,,,,,,,,,,,,3922.8,399.86340956234994
277,Севастополь,2022,121,2,6,8,21,75,108,13,,,,,,,,,,,,,,,266.3999999999999,195.87947236070053
278,Севастополь,2023,42,7,0,21,0,14,40,2,,,,,,,,,,,,,,,266.3999999999999,195.87947236070053
279,Севастополь,2024,93,12,0,52,0,24,89,4,,,,,,,,,,,,,,,266.3999999999999,195.87947236070053
280,Смоленская область,2022,117,21,3,22,20,38,104,13,79290.5,4753.0408,0.4822083601317677,5.994464406202509,886900.0,0.7264629608749577,47.0,3.5,27356.7,27256.0,35094.0,12.8,94.71,96.01,736.3999999999999,369.3542319749216
281,Смоленская область,2023,148,15,0,30,46,27,143,5,98137.6,6275.371700000001,0.5335435770115055,6.394462163329856,873000.0,0.7265750286368843,,,,,,,94.71,96.01,736.3999999999999,369.3542319749216
282,Смоленская область,2024,141,15,0,31,9,25,132,9,75561.78,5092.660599999999,0.5091349361157154,6.739730853349404,,,,,,,,,94.71,96.01,736.3999999999999,369.3542319749216
283,Смоленская область,2025,7,0,0,6,0,1,5,2,,,,,,,,,,,,,,,736.3999999999999,369.3542319749216
284,Ставропольский край,2022,389,8,22,39,76,208,340,49,210747.97,30124.5428,3.056213273680977,14.294108171006345,2902500.0,0.605925925925926,39.2,4.3,23985.9,25153.0,27626.0,11.7,82.9,83.34,1306.4,187.48672495249687
285,Ставропольский край,2023,749,74,46,117,185,173,647,102,217925.99,35096.7371,2.983988765759709,16.104888223749725,2891200.0,0.6065993359158827,,,,,,,82.9,83.34,1306.4,187.48672495249687
286,Ставропольский край,2024,468,23,0,158,7,55,398,70,162348.16999999998,35955.1964,3.5945938793058385,22.1469674712071,,,,,,,,,82.9,83.34,1306.4,187.48672495249687
287,Ставропольский край,2025,32,0,0,7,0,25,24,8,,,,,,,,,,,,,,,1306.4,187.48672495249687
288,Тамбовская область,2022,135,5,0,6,28,74,126,9,80238.83,12017.356699999998,1.2191921153770682,14.976983961505915,979200.0,0.6021241830065359,65.2,3.3,27696.7,27256.0,34092.0,10.5,95.61,95.97,256.40000000000003,119.37852397115176
289,Тамбовская область,2023,254,23,15,101,30,39,241,13,83277.82,14423.7703,1.2263353260579473,17.320062292696903,966300.0,0.6036427610472938,,,,,,,95.61,95.97,256.40000000000003,119.37852397115176
290,Тамбовская область,2024,296,36,7,117,14,41,279,17,62703.63,11896.3352,1.189327217695037,18.972322973964985,,,,,,,,,95.61,95.97,256.40000000000003,119.37852397115176
291,Тамбовская область,2025,26,9,0,7,0,10,26,0,,,,,,,,,,,,,,,256.40000000000003,119.37852397115176
292,Тверская область,2022,76,7,8,14,15,18,66,10,123753.19999999998,7997.6989,0.8113873694071053,6.462619875688064,1226000.0,0.763458401305057,44.5,3.8,29379.3,28470.0,35203.0,9.6,94.16,94.91,1020.2,375.17835865903714
293,Тверская область,2023,404,96,14,40,113,66,390,14,134191.77,10465.8504,0.8898257387499923,7.799174569349522,1211200.0,0.7633751651254954,,,,,,,94.16,94.91,1020.2,375.17835865903714
294,Тверская область,2024,423,57,0,149,34,35,413,10,101372.41,7086.4982,0.7084673595450544,6.990559068290869,,,,,,,,,94.16,94.91,1020.2,375.17835865903714
295,Тверская область,2025,46,2,0,16,0,5,46,0,,,,,,,,,,,,,,,1020.2,375.17835865903714
296,Томская область,2022,89,21,0,15,31,14,84,5,109970.29,8854.2835,0.8982901065517404,8.05152327960579,1062700.0,0.7141244001129199,43.5,5.2,28578.5,27218.0,34766.0,12.7,93.38,94.04,554.1999999999999,216.59013190034196
297,Томская область,2023,329,34,17,46,79,38,299,30,120708.15,11421.2061,0.9710518273171972,9.461835095641842,1052100.0,0.7128599942971201,,,,,,,93.38,94.04,554.1999999999999,216.59013190034196
298,Томская область,2024,395,27,0,178,29,33,357,38,89318.06,13780.9209,1.3777372641006602,15.42904189813348,,,,,,,,,93.38,94.04,554.1999999999999,216.59013190034196
299,Томская область,2025,14,0,0,0,0,7,13,1,,,,,,,,,,,,,,,554.1999999999999,216.59013190034196
300,Тульская область,2022,106,0,6,12,19,46,96,10,143892.59,2225.9227,0.2258256514328842,1.5469335147834924,1496700.0,0.7330126277811184,56.3,3.6,29584.2,28397.0,34442.0,9.4,94.1,94.62,1013.2,304.2560411280176
301,Тульская область,2023,227,38,9,35,63,23,211,16,153385.56,2615.6726,0.2223892674429125,1.7052925972953386,1481500.0,0.7316233547080662,,,,,,,94.1,94.62,1013.2,304.2560411280176
302,Тульская область,2024,216,32,0,55,5,39,197,19,125212.06,420.2463,0.042013809658426,0.3356276543968688,,,,,,,,,94.1,94.62,1013.2,304.2560411280176
303,Тульская область,2025,14,3,0,3,0,8,12,2,,,,,,,,,,,,,,,1013.2,304.2560411280176
304,Тюменская область без АО,2022,150,7,14,29,14,67,119,31,267982.07,1909.1685,0.1936901134112349,0.7124239692603315,3827700.0,0.8082921859079866,40.3,2.7,43583.8,39193.0,59348.0,10.7,76.41,79.08,1886.4,520.2771281055558
305,Тюменская область без АО,2023,348,40,23,66,147,31,292,56,353591.3,2514.4011,0.2137789793289318,0.711103779985537,3851300.0,0.8097785163451301,,,,,,,76.41,79.08,1886.4,520.2771281055558
306,Тюменская область без АО,2024,523,60,4,213,28,71,433,90,234529.44,414.362,0.0414255311651399,0.1766780324039489,,,,,,,,,76.41,79.08,1886.4,520.2771281055558
307,Тюменская область без АО,2025,81,7,0,35,1,0,58,23,,,,,,,,,,,,,,,1886.4,520.2771281055558
308,Удмуртская Республика,2022,235,3,12,15,76,95,205,30,121359.52,7397.2635,0.7504716352945215,6.095330222136673,1448900.0,0.6571882117468424,50.3,2.9,26231.8,25642.0,31941.0,10.2,67.71,68.09,313.9999999999999,96.93482213694972
309,Удмуртская Республика,2023,540,37,15,92,158,16,505,35,130947.57,11557.0755,0.9826036921545273,8.82572735026698,1442200.0,0.6576064346137844,,,,,,,67.71,68.09,313.9999999999999,96.93482213694972
310,Удмуртская Республика,2024,823,30,0,283,53,98,761,62,110750.71,12220.401,1.221725453772322,11.03415138376991,,,,,,,,,67.71,68.09,313.9999999999999,96.93482213694972
311,Удмуртская Республика,2025,13,0,0,13,0,0,11,2,,,,,,,,,,,,,,,313.9999999999999,96.93482213694972
312,Ульяновская область,2022,253,8,0,21,75,105,222,31,100613.59,5756.6802,0.5840301894831235,5.721573199008206,1191700.0,0.7675589494000168,53.6,4.2,25288.4,24548.0,31008.0,12.8,77.49,77.96,688.5999999999999,264.2181276811272
313,Ульяновская область,2023,348,59,5,57,60,93,309,39,106722.22,7597.339599999999,0.6459397052058541,7.118798315852125,1181000.0,0.7697713801862829,,,,,,,77.49,77.96,688.5999999999999,264.2181276811272
314,Ульяновская область,2024,388,14,0,133,11,67,334,54,82203.34,6405.3604000000005,0.6403711172215429,7.792092632732442,,,,,,,,,77.49,77.96,688.5999999999999,264.2181276811272
315,Хабаровский край,2022,165,6,0,17,6,106,152,13,186719.03,11737.0031,1.190749512967041,6.2859169201982255,1292800.0,0.8344678217821783,38.8,2.6,40196.9,42352.0,49523.0,10.5,92.86,93.61,2062.2,643.3779369600688
316,Хабаровский край,2023,219,27,9,44,60,21,206,13,194812.9,13634.9605,1.159269274452792,6.999002889439046,1284100.0,0.8349816992446072,,,,,,,92.86,93.61,2062.2,643.3779369600688
317,Хабаровский край,2024,199,37,6,52,19,36,184,15,152489.33000000002,9232.4809,0.923010375600342,6.054509453218792,,,,,,,,,92.86,93.61,2062.2,643.3779369600688
318,Хабаровский край,2025,44,0,0,18,3,8,39,5,,,,,,,,,,,,,,,2062.2,643.3779369600688
