,year,Region,reg_inc,other_transfers,share_of_total,share_of_income,population,urban_share,disability_per10k,uneployment,median_income,consumption,av_income,share_poverty,% Russians,% Slavs
119,2020,Омская область,132540.55,14989.8606,2.145007878014647,11.30964116264796,1903600.0,0.7329796175667157,50.7,8.9,21755.1,22102.0,27377.0,13.6,88.71,89.94
120,2020,Оренбургская область,131218.42,10963.3178,1.5688206633608193,8.355014334115591,1898400.0,0.5959755583649389,58.3,5.9,19847.5,19435.0,24731.0,14.0,79.29,80.37
121,2020,Орловская область,48823.65,4734.164400000001,0.6774459219331557,9.696457352123408,730200.0,0.6677622569159134,42.8,6.1,21853.4,21478.0,26990.0,12.9,95.34,95.93
122,2020,Пензенская область,81382.75,11016.8846,1.5764859253046184,13.537125004991843,1294500.0,0.685747392815759,65.8,5.0,19628.9,19482.0,24135.0,13.0,87.57,87.92
123,2020,Пермский край,189436.51,10040.0132,1.4366983112151854,5.299935688215539,2574700.0,0.758185419660543,52.7,5.7,23591.7,24021.0,30237.0,13.3,89.41,89.77
124,2020,Приморский край,173976.83000000002,18345.0484,2.6251260362327846,10.544535384395726,1877700.0,0.7818607871331948,41.5,5.5,29736.2,27961.0,37349.0,13.0,94.42,95.29
125,2020,Псковская область,48614.38,4117.6723999999995,0.5892276101008891,8.470070789753978,612500.0,0.7069387755102041,59.7,6.5,21526.4,21943.0,26444.0,16.2,95.78,96.97
126,2020,Республика Адыгея,35309.18,2693.108,0.3853763574255167,7.627217624425151,487500.0,0.49948717948717947,37.0,8.5,22950.0,24550.0,30320.0,12.5,64.43,65.18
127,2020,Республика Алтай,29542.61,2566.2954,0.3672298226917967,8.686759226757554,211300.0,0.30809275911026973,46.1,14.0,17253.9,15160.0,21683.0,23.8,53.7,53.98
128,2020,Республика Башкортостан,261542.83,18163.296,2.5991177670265944,6.944673650583348,4112900.0000000005,0.6175691118189112,47.8,5.9,23343.7,25002.0,30409.0,11.6,37.49,37.96
129,2020,Республика Бурятия,94718.68,13743.622,1.9666745574975806,14.509938271943824,982100.0,0.5932186131758477,55.6,10.5,21250.2,22160.0,26222.0,19.9,63.95,64.22
130,2020,Республика Дагестан,181313.01,13190.5574,1.887532532384217,7.275019812422727,3140900.0,0.45321404692922407,39.7,15.7,21581.1,22601.0,27666.0,14.8,3.26,3.28
131,2020,Республика Ингушетия,35791.04,2185.022,0.312670646425846,6.104941348449221,496700.0,0.527481377088786,55.1,29.8,14153.2,9421.0,16877.0,30.0,0.67,0.68
132,2020,Республика Калмыкия,22721.47,1826.8088,0.26141132143860524,8.04001149573509,270200.0,0.4615099925980755,44.7,9.6,16438.8,11501.0,19816.0,22.7,25.71,26.01
133,2020,Республика Карелия,68182.14,9262.0738,1.3253773199033658,13.584310788719744,550700.0,0.7917196295623751,69.9,8.7,26884.7,26350.0,32596.0,15.1,86.4,89.57
134,2020,Республика Коми,102417.11,2467.4593999999997,0.3530866625725188,2.4092257631561753,763400.0,0.7750851454021483,50.9,7.7,28987.4,24259.0,36687.0,15.3,69.69,72.08
135,2020,Республика Марий Эл,47346.31,4884.7046,0.6989878110523846,10.316970002519732,683500.0,0.6747622531089977,45.6,6.8,17251.5,15383.0,21271.0,19.5,52.51,52.82
136,2020,Республика Мордовия,57433.369999999995,5967.183400000001,0.8538875540015515,10.389749722156303,799000.0,0.6321652065081352,45.4,5.3,16858.6,15159.0,20635.0,17.6,54.09,54.32
137,2020,Якутия,275174.12,13518.528,1.9344642243812187,4.912717809363758,976700.0,0.6614108733490325,35.7,7.4,35421.1,32303.0,46344.0,17.3,32.63,33.58
138,2020,Северная Осетия,48855.01,3809.332,0.5451049458040518,7.797218749929638,694900.0,0.63519930925313,50.4,15.4,19592.4,17998.0,23963.0,13.9,18.91,19.08
139,2020,Республика Татарстан,341217.01,13521.0124,1.9348197351971193,3.962584514763786,3996400.0,0.7684415974376939,45.5,3.6,27793.1,28458.0,35694.0,6.6,40.34,40.64
140,2020,Республика Тыва,48260.51,4336.8314,0.6205886610193887,8.986294177164725,330000.0,0.5457575757575758,41.0,18.0,15179.5,10671.0,18975.0,31.7,10.12,10.16
141,2020,Республика Хакасия,43196.34,3958.2293999999997,0.5664117547556906,9.163344394455642,538200.0,0.6850613154960981,41.1,8.7,19967.5,20787.0,23843.0,18.5,82.14,82.68
142,2020,Ростовская область,257191.5,20014.8314,2.8640673970066755,7.782073435552886,4229500.0,0.6805296134294835,44.3,5.0,24322.5,26216.0,31519.0,13.0,91.69,92.47
143,2020,Рязанская область,78388.9,6029.509,0.8628061761668563,7.691789271185079,1119800.0,0.7155742096803,60.4,5.4,22086.5,21655.0,27328.0,12.8,94.57,95.08
144,2020,Самарская область,248778.31,8516.0602,1.2186248228784053,3.423152203260807,3206200.0,0.7974549310710499,47.2,4.4,23839.3,23996.0,29973.0,12.3,89.61,90.2
145,2020,Санкт-Петербург,679519.0900000001,5009.71,0.716875740430085,0.7372434525717297,5580800.0,1.0,34.3,2.9,37462.4,36084.0,49375.0,5.9,90.63,91.58
146,2020,Саратовская область,146440.76,11413.211599999999,1.6331992303816458,7.793739666469908,2478100.0,0.7632863887655865,44.4,5.6,19278.8,18981.0,24095.0,14.8,89.7,90.38
147,2020,Сахалинская область,184002.85,11277.988800000001,1.613849219128893,6.129246802427246,473700.0,0.8216170572092041,38.8,5.5,46091.0,43539.0,60797.0,7.7,91.2,92.24
148,2020,Свердловская область,349047.18,10109.188400000001,1.4465970923261477,2.896224057733399,4310100.0,0.8551077701213428,50.5,5.8,28742.0,29941.0,37447.0,9.0,92.32,92.77
149,2020,Смоленская область,64383.37,4603.031400000001,0.6586811498266228,7.149410476649483,916200.0,0.7227679545950666,51.9,5.3,22100.5,21409.0,28256.0,15.6,94.71,96.01
150,2020,Ставропольский край,162121.05,12362.777,1.7690794308746463,7.625645775178485,2904100.0,0.6007713233015393,40.9,6.2,19703.2,21553.0,24187.0,13.8,82.9,83.34
151,2020,Тамбовская область,64058.82,6904.625,0.9880328720159601,10.778570382657689,1005800.0,0.6019089282163452,62.2,4.6,22605.3,21733.0,27892.0,10.8,95.61,95.97
152,2020,Тверская область,93811.5,7413.527599999999,1.0608554362326104,7.902578681718126,1257000.0,0.7614956245027844,50.5,4.4,23038.1,21896.0,27692.0,11.4,94.16,94.91
153,2020,Томская область,88212.22,8516.737,1.2187216710993851,9.654826734890017,1074700.0,0.7175025588536336,39.8,8.6,23558.7,21351.0,28871.0,14.4,93.38,94.04
154,2020,Тульская область,112533.88,5812.1118,0.83169723398908,5.164766201965132,1519000.0,0.7448321263989467,57.0,4.4,24233.5,23164.0,29396.0,10.1,94.1,94.62
155,2020,Тюменская область,192132.31,4099.5527999999995,0.5866347451114392,2.1337133769952588,3773200.0,0.8046220714512881,34.7,3.6,36831.5,33040.0,50440.0,11.6,76.41,79.08
156,2020,Удмуртская Республика,97609.99,8717.801,1.247493377220864,8.93125898281518,1471600.0,0.6560206577874422,48.8,6.3,21098.1,18878.0,25460.0,11.9,67.71,68.09
157,2020,Ульяновская область,81131.24,5545.2008,0.7935030030348061,6.834852764483816,1219700.0,0.7614167418217594,60.7,4.9,20088.8,19206.0,24596.0,15.0,77.49,77.96
158,2020,Хабаровский край,150749.36,15037.7212,2.1518565984121207,9.975313460700598,1310400.0,0.8321123321123322,38.0,4.0,33457.5,34169.0,41751.0,12.0,92.86,93.61
159,2020,Ханты-Мансийский АО,0.0,4601.8938,0.6585183623913594,inf,1684200.0,0.9197244982781142,30.4,3.0,42456.4,34228.0,54588.0,8.4,70.3,74.08
160,2020,Челябинская область,239619.84,21269.2824,3.043575889406088,8.876260997419912,3468800.0,0.8265394372693726,53.7,6.8,22190.7,20476.0,26647.0,12.6,86.34,87.08
161,2020,Чеченская Республика,127102.63,8066.7844000000005,1.1543346899600693,6.346669931220148,1477700.0,0.376192731948298,75.1,18.5,19624.0,16737.0,24625.0,20.4,1.21,1.22
162,2020,Чувашская Республика,76614.11,6434.2832,0.9207282523612856,8.398300521927357,1206000.0,0.632669983416252,52.4,6.1,17498.3,16434.0,21164.0,16.8,30.7,30.96
163,2020,Чукотский АО,54335.43,8194.8622,1.1726622713385635,15.081986468129541,48500.0,0.6907216494845361,36.2,4.4,67447.5,30877.0,89548.0,8.0,54.21,57.81
164,2020,Ямало-Hенецкий АО,0.0,728.9494,0.10431065687655895,inf,510100.0,0.8466967261321309,23.6,2.4,64433.2,35211.0,90130.0,4.8,62.89,67.99
165,2020,Ярославская область,96012.52,5203.23,0.7445679208732703,5.419324479765763,1235600.0,0.814098413726125,46.8,7.3,24094.4,22727.0,29527.0,9.9,96.52,97.04
166,2021,Алтайский край,173339.31,69801.3824,3.4981090538642614,40.26863981401564,2193000.0,0.578796169630643,60.3,5.5,20783.2,20158.0,26010.0,16.5,95.45,96.08
167,2021,Амурская область,118629.57,12694.249,0.6361746119072185,10.700746028161443,773700.0,0.6797208220240403,35.5,5.2,30522.8,30865.0,39626.0,14.2,95.17,95.95
168,2021,Архангельская область,134048.02,27168.273,1.3615429736697586,20.267567547808614,1037300.0,0.773257495420804,58.0,6.6,31608.5,32464.0,39739.0,12.3,96.23,97.06
169,2021,Астраханская область,76267.67,9103.3586,0.4562164823147268,11.936064914530625,969000.0,0.647265221878225,41.6,7.7,21812.2,23233.0,26833.0,15.5,67.1,67.57
170,2021,Белгородская область,184232.58000000002,8324.547,0.41718619644442134,4.518498845318239,1545500.0,0.6536395988353284,47.3,4.2,28019.4,28960.0,35612.0,7.0,95.29,96.57
171,2021,Брянская область,94310.85,48886.335,2.4499476255894512,51.83532435557521,1179100.0,0.6948520057671105,56.8,3.4,24952.2,27368.0,31608.0,13.0,95.87,96.56
172,2021,Владимирская область,109213.18,18105.7566,0.9073733056828773,16.578362245289444,1359000.0,0.7767476085356879,56.1,3.9,23628.9,24075.0,28489.0,11.8,95.76,96.22
173,2021,Волгоградская область,165084.83,28187.0814,1.4126007430957257,17.074301375844165,2513600.0,0.772756206238065,40.1,4.9,22529.7,23424.0,27677.0,11.3,92.52,92.97
174,2021,Вологодская область,159397.39,5689.2752,0.28511906788604524,3.5692398727482297,1150100.0,0.7239370489522651,53.1,4.7,25702.5,24757.0,31851.0,12.4,96.71,97.17
175,2021,Воронежская область,190968.55,27836.835199999998,1.3950480906814728,14.576659455182542,2319100.0,0.6832823077918158,58.9,3.8,26957.3,31641.0,35100.0,7.9,95.64,96.31
176,2021,Еврейская АО,24315.33,6662.78,0.33390643910665185,27.401561072788233,152600.0,0.7064220183486238,64.1,5.6,25377.5,23702.0,30297.0,22.4,95.67,96.72
177,2021,Забайкальский край,113925.09,37787.6274,1.8937338629555454,33.16883699631047,1014700.0,0.6891692125751453,53.6,9.3,24139.5,22710.0,29827.0,19.3,89.22,89.47
178,2021,Ивановская область,71459.4,29190.1068,1.4628675445881247,40.848519299070524,938800.0,0.8184916915210908,74.7,4.5,23287.8,23352.0,28680.0,12.9,95.98,96.39
179,2021,Иркутская область,291266.78,17679.5428,0.8860135230912092,6.069879579126736,2380800.0,0.777469758064516,54.2,6.0,24244.2,23394.0,30346.0,16.4,92.21,92.78
180,2021,Кабардино-Балкария,57219.1,31329.5318,1.5700852200157613,54.75362562500984,900600.0,0.5203197868087942,30.4,11.7,21245.7,22869.0,25929.0,18.1,19.84,20.03
181,2021,Калининградская область,141569.22,10484.8262,0.5254489839217457,7.406148172604186,1021600.0,0.7689898198903681,31.3,5.0,26052.0,27575.0,32010.0,13.4,91.3,93.99
182,2021,Калужская область,101164.81,2161.2708,0.10831248169280462,2.1363859626682435,1056000.0,0.7504734848484849,54.2,4.0,28177.4,27738.0,35028.0,8.9,90.35,91.44
183,2021,Камчатский край,115359.69,87093.4008,4.364701720725646,75.49725627730103,293300.0,0.7777020115922263,29.9,3.5,47671.6,36965.0,60794.0,13.9,88.3,90.01
184,2021,Карачаево-Черкесия,38918.66,22167.6656,1.1109366186191083,56.95896415755322,470300.0,0.4144163300021263,50.1,12.3,17067.9,13296.0,20473.0,22.1,27.55,27.75
185,2021,Кемеровская область,278034.76,23186.5618,1.1619987881581444,8.33944712524434,2622300.0,0.8646607939595011,50.9,5.4,22870.0,21544.0,28048.0,12.5,95.28,95.66
186,2021,Кировская область,98046.32,30723.8846,1.5397330997436054,31.33609155346167,1172800.0,0.7756650750341065,68.7,4.9,22169.2,22267.0,26649.0,13.3,92.78,93.14
187,2021,Костромская область,53943.16,10068.0232,0.5045608252944204,18.6641331356932,589200.0,0.73387644263408,48.3,4.4,23799.4,24245.0,28560.0,11.8,96.11,96.71
188,2021,Краснодарский край,452626.83999999997,41928.6002,2.1012594726988514,9.263392378587183,5815600.0,0.5655650319829424,48.5,5.0,32239.3,41986.0,43217.0,9.7,92.34,92.98
189,2021,Красноярский край,464956.98,13483.555400000001,0.6757308466002581,2.899957626187266,2862400.0,0.7909097261039687,51.9,3.6,28027.7,28295.0,36090.0,15.9,93.64,94.21
190,2021,Курганская область,67893.08,32252.3108,1.616330458485649,47.50456276250834,788400.0,0.6362252663622527,68.3,7.6,19429.7,18981.0,23747.0,18.5,93.4,93.88
191,2021,Курская область,112884.66,15247.3044,0.7641214505325382,13.506976412915625,1091600.0,0.6835837303041408,57.7,4.0,26062.2,26002.0,32715.0,9.1,95.93,96.62
192,2021,Ленинградская область,208061.43,2674.7062,0.13404339073156915,1.2855367763261072,1977300.0,0.6680827390886562,32.7,3.7,29774.5,31577.0,36847.0,7.9,93.73,94.89
193,2021,Липецкая область,127729.95,7038.808,0.3527511511464305,5.510695024933463,1150600.0,0.6325395445854337,50.7,4.2,27583.1,30134.0,35124.0,8.1,96.68,97.14
194,2021,Магаданская область,57680.58,10899.1584,0.5462133179548707,18.89571568108365,137300.0,0.964311726147123,27.9,4.9,61765.5,40022.0,80979.0,7.9,87.71,90.68
195,2021,Москва,3349408.02,10332.682,0.5178242494936645,0.3084927825544527,12979400.0,1.0,34.3,2.6,65117.7,63131.0,88831.0,5.5,90.21,90.97
196,2021,Московская область,927292.11,11205.001199999999,0.5615406858515155,1.2083572241329648,8436900.0,0.7872915407317854,37.9,3.4,41992.9,45415.0,53793.0,6.0,92.14,93.07
197,2021,Мурманская область,141990.16,6942.2694,0.3479131015391582,4.8892609177988104,678600.0,0.9304450338933097,32.0,5.8,42191.4,36255.0,51183.0,9.3,89.93,93.05
198,2021,Ненецкий АО,0.0,245.24220000000003,0.012290357736662675,inf,41600.0,0.7379807692307692,-77777777.0,7.1,63282.9,33763.0,86431.0,9.3,69.57,71.29
199,2021,Нижегородская область,288163.67,15483.345,0.7759506684011452,5.373107928560183,3144500.0,0.7982191127365241,61.8,4.2,29106.5,31066.0,37524.0,8.4,95.21,95.52
200,2021,Новгородская область,62645.28,6474.3624,0.32446385659889665,10.334956440453295,588300.0,0.7275199728029917,46.6,4.1,24106.3,25784.0,29229.0,12.9,95.43,96.29
201,2021,Новосибирская область,280439.77,23971.4828,1.201335247727578,8.547818592206092,2801400.0,0.7954594131505676,54.8,6.1,27549.5,28021.0,35261.0,12.9,94.15,94.63
202,2021,Омская область,146601.05,24367.677600000003,1.221190622640238,16.62176198601579,1878100.0,0.7337202491880092,42.4,6.5,23727.1,25305.0,29972.0,12.8,88.71,89.94
203,2021,Оренбургская область,161941.85,19570.6304,0.9807857242677066,12.084973958244886,1879300.0,0.5966051189272602,62.3,4.7,21237.1,22371.0,26518.0,13.7,79.29,80.37
204,2021,Орловская область,56301.18,16194.123,0.811571437956098,28.763381158263467,721000.0,0.6671289875173371,35.8,4.7,23904.6,24632.0,29846.0,12.1,95.34,95.93
205,2021,Пензенская область,88691.45,22532.0032,1.1291954641233366,25.404932718993773,1278800.0,0.6872067563340631,65.5,4.2,21525.2,22508.0,26415.0,12.0,87.57,87.92
206,2021,Пермский край,249384.41999999998,17066.894,0.8553105163536365,6.843608754708895,2550700.0,0.7573999294311367,59.0,4.6,25489.8,27573.0,32747.0,12.8,89.41,89.77
207,2021,Приморский край,199109.12,28610.3938,1.4338151214953865,14.369203078191498,1858200.0,0.7828543752018082,36.0,4.2,32348.5,33695.0,40843.0,12.3,94.42,95.29
208,2021,Псковская область,55096.91,14251.429,0.714212972598716,25.866112999803438,605100.0,0.7073211039497603,52.8,4.7,23766.1,25331.0,29332.0,14.6,95.78,96.97
209,2021,Республика Адыгея,40473.64,11111.2466,0.5568421569137646,27.4530449942234,490400.0,0.4961256117455139,39.7,8.3,26050.9,31166.0,34901.0,11.5,64.43,65.18
210,2021,Республика Алтай,31772.92,22768.497600000002,1.1410474242619972,71.66007279154702,211200.0,0.3091856060606061,41.7,12.0,18812.2,18693.0,23798.0,22.4,53.7,53.98
211,2021,Республика Башкортостан,290224.42,54247.7332,2.7186350776132033,18.691650137503938,4096100.0000000005,0.6179536632406435,45.8,4.3,24981.8,28048.0,32621.0,11.4,37.49,37.96
212,2021,Республика Бурятия,105771.92,52847.121,2.648443140873384,49.96328042452099,980900.0,0.5919053930064228,54.9,9.5,22838.6,24835.0,28314.0,19.5,63.95,64.22
213,2021,Республика Дагестан,185899.99,157874.2874,7.911898806839511,84.92431193783283,3164800.0,0.4527300303336703,38.5,15.1,23604.8,25213.0,30260.0,14.7,3.26,3.28
214,2021,Республика Ингушетия,39571.18,24547.9368,1.2302243454388617,62.03488700614942,504000.0,0.5380952380952381,50.0,30.9,15185.0,10468.0,18139.0,29.3,0.67,0.68
215,2021,Республика Калмыкия,23496.170000000002,11067.1888,0.5546341922034076,47.10209706518126,268900.0,0.4644849386388993,56.3,9.0,17678.9,12900.0,21319.0,22.6,25.71,26.01
216,2021,Республика Карелия,80993.61,21083.751399999997,1.0566160601106274,26.031376302402126,541500.0,0.7922437673130194,69.6,6.6,29119.0,30017.0,35173.0,14.4,86.4,89.57
217,2021,Республика Коми,118579.14,6055.4138,0.30346817083488864,5.10664337757889,750400.0,0.7749200426439232,51.2,7.0,30869.4,27264.0,38880.0,15.3,69.69,72.08
218,2021,Республика Марий Эл,55162.12,19834.6972,0.9940194802786042,35.957097370441886,679800.0,0.6793174463077376,49.4,5.3,18744.4,18273.0,23185.0,17.9,52.51,52.82
219,2021,Республика Мордовия,66107.34,10447.691,0.5235879465773469,15.804131583573023,788700.0,0.6323063268669963,45.1,4.2,18503.2,17823.0,22906.0,16.5,54.09,54.32
220,2021,Якутия,358304.62,118986.0218,5.963006259054697,33.20806240232124,987200.0,0.6633914100486223,33.6,6.9,38296.0,37375.0,50369.0,16.3,32.63,33.58
221,2021,Северная Осетия,51424.59,24656.161399999997,1.2356480410748787,47.9462478942467,690800.0,0.6337579617834396,50.2,13.4,21104.8,21155.0,25885.0,13.4,18.91,19.08
222,2021,Республика Татарстан,410945.83,11529.8182,0.5778189492537749,2.8056783542492694,3997700.0,0.7681917102333843,45.7,2.6,30607.8,33152.0,39679.0,6.2,40.34,40.64
223,2021,Республика Тыва,53498.18,43116.024,2.160767433755421,80.59344074882547,333700.0,0.5448007192088703,48.8,15.0,16491.5,12471.0,20652.0,28.2,10.12,10.16
224,2021,Республика Хакасия,54124.21,11320.412,0.5673245192157345,20.91561613555191,536300.0,0.684691404064889,37.6,6.4,21760.8,23263.0,26068.0,17.9,82.14,82.68
225,2021,Ростовская область,299339.88,48253.644799999995,2.4182402404229477,16.12001875593723,4216600.0,0.6800028458947968,41.9,4.0,26833.7,30998.0,35041.0,12.0,91.69,92.47
226,2021,Рязанская область,92085.62,14188.2378,0.7110461340456081,15.407658437875535,1110400.0,0.7148775216138328,58.1,4.0,24489.9,25124.0,30495.0,12.4,94.57,95.08
227,2021,Самарская область,306133.62,6607.3286,0.3311274820470643,2.1583152480933,3183900.0,0.7966330600835454,42.7,3.5,25923.0,27373.0,32663.0,11.7,89.61,90.2
228,2021,Санкт-Петербург,846022.64,5798.3688,0.2905863136161047,0.6853680416873951,5588500.0,1.0,32.2,2.0,43496.1,45581.0,57745.0,5.0,90.63,91.58
229,2021,Саратовская область,168373.63,29643.4156,1.4855851980636574,17.605735292397036,2457600.0,0.7644856770833334,39.5,4.5,20929.5,21770.0,26228.0,14.0,89.7,90.38
230,2021,Сахалинская область,187448.14,1751.2133999999999,0.08776238004404359,0.934238878017141,469300.0,0.8222885148092903,34.7,5.2,48574.2,46906.0,63854.0,7.4,91.2,92.24
231,2021,Свердловская область,427622.46,10925.171199999999,0.5475169541876734,2.554863745931399,4289400.0,0.856530050822959,48.8,4.1,30834.4,34150.0,40275.0,8.6,92.32,92.77
232,2021,Смоленская область,71790.9,10993.383199999998,0.5509354110516766,15.313059454610542,900300.0,0.724758413862046,44.6,5.0,23972.4,24169.0,30731.0,14.3,94.71,96.01
233,2021,Ставропольский край,184895.08,59059.605200000005,2.9597829235509354,31.942226477848955,2904200.0,0.6031609393292473,40.4,5.3,21288.9,25205.0,26190.0,13.0,82.9,83.34
234,2021,Тамбовская область,71152.20999999999,23789.85,1.1922326867135613,33.435152611563296,993000.0,0.6019133937562942,59.4,3.9,24445.4,24339.0,30241.0,10.5,95.61,95.97
235,2021,Тверская область,108471.83,15897.803199999998,0.7967213169473306,14.656158377709676,1241800.0,0.7629247866000967,45.8,3.9,25323.4,25585.0,30528.0,10.8,94.16,94.91
236,2021,Томская область,99721.79000000001,18163.5288,0.9102685700592121,18.214202532866686,1065300.0,0.7134140617666386,39.3,6.8,25215.6,24306.0,30976.0,13.5,93.38,94.04
237,2021,Тульская область,131264.63,8144.388400000001,0.40815751523320926,6.204556703508021,1507600.0,0.739121782966304,55.7,3.8,26428.2,26868.0,32131.0,9.7,94.1,94.62
238,2021,Тюменская область,274276.0,4389.3502,0.21997308860176537,1.6003406058131224,3796400.0,0.8062374881466653,33.4,3.2,38834.4,37461.0,53381.0,11.4,76.41,79.08
239,2021,Удмуртская Республика,117721.81,16083.3048,0.8060177635814063,13.66212836856654,1460900.0,0.6569922650420973,47.1,4.5,22867.5,21609.0,27650.0,11.3,67.71,68.09
240,2021,Ульяновская область,92648.37,11804.073199999999,0.5915632887722934,12.740724094768208,1207100.0,0.7643111589760584,51.7,4.3,21844.5,21788.0,26849.0,13.8,77.49,77.96
241,2021,Хабаровский край,165526.73,26335.6944,1.3198181447541404,15.91023661253986,1295100.0,0.8329086557022625,39.8,3.1,35331.7,38508.0,44108.0,12.0,92.86,93.61
242,2021,Ханты-Мансийский АО,0.0,4810.7464,0.24109143628772747,inf,1698200.0,0.9201507478506653,32.4,2.6,44285.2,38367.0,57012.0,8.2,70.3,74.08
243,2021,Челябинская область,320817.26,29617.6352,1.4842932085993878,9.231933219553087,3445500.0,0.8266144246118124,50.2,4.9,24323.7,23821.0,29498.0,12.0,86.34,87.08
244,2021,Чеченская Республика,138140.38,75911.378,3.8043126015955853,54.952344853836365,1496600.0,0.37932647333956976,69.3,14.5,20939.7,18955.0,26397.0,19.8,1.21,1.22
245,2021,Чувашская Республика,85336.66,31763.429399999997,1.5918300776507008,37.221317778314734,1194800.0,0.6351690659524607,51.0,4.8,19390.1,19484.0,23619.0,15.7,30.7,30.96
246,2021,Чукотский АО,53866.38,28559.363,1.431257703613847,53.01890158573864,47600.0,0.6827731092436975,42.5,2.6,74821.5,32853.0,99905.0,7.3,54.21,57.81
247,2021,Ямало-Hенецкий АО,0.0,1503.1806000000001,0.07533217087765175,inf,508800.0,0.8457154088050315,24.0,2.1,68995.9,40122.0,96814.0,4.6,62.89,67.99
248,2021,Ярославская область,109227.21,4810.8776,0.24109801139973935,4.404468080801478,1221700.0,0.8124744208889253,41.6,5.9,26858.2,27391.0,33124.0,8.9,96.52,97.04
249,2022,Алтайский край,185847.8,36375.0075,3.6903391858861703,19.572471398639102,2154900.0,0.5823936145528794,63.2,3.7,24037.0,25062.0,31145.0,15.4,95.45,96.08
250,2022,Амурская область,121944.93,7467.1743,0.75756426791478,6.123398734166316,763600.0,0.6816396018858041,39.5,4.2,34565.7,35974.0,44900.0,13.3,95.17,95.95
251,2022,Архангельская область,156710.43,12753.125699999999,1.2938377954490317,8.13801972210784,1016000.0,0.7746062992125984,63.4,5.6,35748.2,38562.0,48356.0,11.8,96.23,97.06
252,2022,Астраханская область,91927.52,4267.668,0.432966026268241,4.642426990307145,957800.0,0.642931718521612,42.1,7.0,25038.0,26164.0,31119.0,13.8,67.1,67.57
253,2022,Белгородская область,166867.93,2620.7922999999996,0.26588620009930564,1.5705787804762723,1536500.0,0.6530426293524243,51.4,3.7,32811.0,32092.0,41022.0,6.1,95.29,96.57
254,2022,Брянская область,109137.11,23854.1163,2.4200621849102313,21.857016646308484,1164699.9999999998,0.6951146217910192,57.6,3.2,28677.8,30320.0,35722.0,12.0,95.87,96.56
255,2022,Владимирская область,116464.42,8675.252,0.8801268949026987,7.448843174593581,1342200.0,0.7761138429444197,53.1,2.6,27587.1,26020.0,32321.0,10.4,95.76,96.22
256,2022,Волгоградская область,181019.85,14754.5128,1.4968837258521277,8.150770647528434,2492800.0,0.7747111681643132,38.4,3.5,26263.8,26225.0,31309.0,9.6,92.52,92.97
257,2022,Вологодская область,150161.22,2262.7572,0.22956260732883896,1.5068851997872688,1138400.0,0.7247013352073084,52.7,3.4,29350.0,27089.0,35444.0,11.0,96.71,97.17
258,2022,Воронежская область,208011.53,12422.9038,1.2603359242093413,5.972218847676376,2302600.0,0.6850951098757926,61.9,3.5,30806.9,33735.0,39319.0,7.2,95.64,96.31
259,2022,Еврейская АО,23586.88,2448.2841000000003,0.24838479421377593,10.379855665522529,149600.0,0.7078877005347595,64.5,5.2,29531.1,27496.0,35493.0,20.0,95.67,96.72
260,2022,Забайкальский край,124141.12,16184.8941,1.6419996316604988,13.037496439535909,1000500.0,0.6925537231384308,56.7,8.7,28379.6,27644.0,36183.0,17.6,89.22,89.47
261,2022,Ивановская область,76966.13,15389.087800000001,1.561263011241518,19.994623349257655,924100.0,0.8195000541066984,73.1,3.1,26967.9,28872.0,34275.0,11.5,95.98,96.39
262,2022,Иркутская область,319483.04000000004,4062.3901,0.41214004902641027,1.2715510970472796,2363500.0,0.7761793949650941,63.8,5.0,28570.9,26644.0,35040.0,14.8,92.21,92.78
263,2022,Кабардино-Балкария,70859.59,16373.378,1.6611218138917645,23.10679189648148,904300.0,0.5190755280327325,37.7,10.0,25415.9,27903.0,30173.0,16.4,19.84,20.03
264,2022,Калининградская область,137720.44,5014.274,0.5087111481961947,3.6409076241696585,1031000.0,0.7676042677012609,35.6,3.1,29129.9,30826.0,34506.0,12.0,91.3,93.99
265,2022,Калужская область,106913.69,1957.6414,0.19860781527902263,1.8310483905288462,1073300.0,0.7503959750302804,56.6,3.9,31476.3,28327.0,35509.0,7.9,90.35,91.44
266,2022,Камчатский край,120751.13,46909.714700000004,4.759112650523868,38.848261461404135,292600.0,0.7792207792207791,35.8,2.9,53171.8,44431.0,70769.0,12.8,88.3,90.01
267,2022,Карачаево-Черкесия,44780.21,11928.931199999999,1.2102211182526943,26.63884604382159,469100.0,0.4133447026220422,53.9,9.8,19060.4,14643.0,22258.0,22.0,27.55,27.75
268,2022,Кемеровская область,359279.56,10994.3068,1.1154010402800547,3.060098047325598,2592000.0,0.8652777777777778,53.9,4.1,26779.8,24686.0,32627.0,11.3,95.28,95.66
269,2022,Кировская область,109060.27,15780.606800000001,1.6009836328171692,14.469620146731712,1149200.0,0.7794117647058824,73.3,3.8,25254.9,26548.0,32149.0,12.5,92.78,93.14
270,2022,Костромская область,57492.17,4548.3737,0.46144435013969604,7.9112924420838535,578000.0,0.7378892733564014,48.1,3.4,27139.8,29753.0,34450.0,11.0,96.11,96.71
271,2022,Краснодарский край,524277.25,18797.4562,1.9070508565486606,3.5854037534529684,5832000.0,0.5696673525377229,50.0,3.5,37188.6,45331.0,48279.0,9.0,92.34,92.98
